"","Year","A1Cod001","A1Cod002","A1Cod003","A1Cod004","A1Cod005","A1Cod006","A1Cod007","A1Cod008","A1Cod009","A1Cod010","A1Cod011","A1Cod012","A1Cod013","A1Cod014","A1Cod015","A1Cod016","A1Cod017","A1Cod018","A1Cod019","A1Cod020","A1Cod021","A1Cod022","A1Cod023","A1Cod024","A1Cod025","A1Cod026","A1Cod027","A1Cod028","A1Cod029","A1Cod030","A1Cod031","A1Cod032","A1Gad001","A1Gad002","A1Gad003","A1Gad004","A1Gad005","A1Gad006","A1Gad007","A1Gad008","A1Gad009","A1Gad010","A1Gad011","A1Gad012","A1SS001","A1SS002","A1SS003","A1SS004","A1SS005","A1SS006","A1SS007","A1SS008","A1SS009","A1SS010","A1SS011","A1SS012","A1SS013","A1SS014","A1SS015","A1SS016","A1SS017","A1SS018","A1SS019","A1SS020","A1SS021","A1SS022","A1SS023","A1SS024","A1SS025","A1SS026","A1SS027","A1SS028","A1SS029","A1SS030","A1SF001","A1SF002","A1SF003","A1SF004","A1SF005","A1SF006","A1SF007","A1SF008","A1SF009","A1SF010","A1SF011","A1SF012","A1SF013","A1SF014","A1FW001","A1FW002","A1FW003","A1FW004","A1FW005","A1FW006","A1FW007","A1FW008","A1FW009","A1FW010","A1Ot001","A1Ot002","A1Ot003","A1Ot004","A1Ot005","A1Ot006","A1Ot007","A1Ot008","A1Ot009","A1Ot010","A1Ot011","A1Ot012","A1Ot013","A1Ot014","A1Ot015","A1Ot016","A1Ot017","A1Ot018","A1Ot019","A1Ot020","A1Ot021","A1Ot022","A1Ot023","A1Ot024","A1Ot025","DanzigHerring001","DanzigEggs001","DanzigBeef001","DanzigBeef002","DanzigPork001","GdanskBarley001","GdanskWheat001","GdanskRye001","GdanskPeas001","GdanskButter001","GdanskButter002","GdanskCheese001","GdanskBeer001","GdanskBeef001","GdanskBeef002","GdanskCow001","GdanskVeal001","GdanskPork001","GdanskHorse001","GdanskMutton001","GdanskMutton002","GdanskLard001","GdanskGrease.Fat001","GdanskSugar001","GdanskTallow001","GdanskEggs001","GdanskRice001","GdanskHerring001","GdanskFirewood001","GdanskFirewood002","GdanskFirewood.pine.001","GdanskFirewood.sazen.001","GdanskFirewood.oak.001","GdanskCandles001","GdanskWax001","GdanskWax002","GdanskWhite.Drapery001","GdanskGrey.Drapery001","NurembergRye001","NurembergSalt001","NurembergButter001","NurembergHerring001","FeSpanCod001","FeSpanCod002","FeSpanCod003","FeSpanHerr01","FeSpanHerr02","FeSpanMeat01","FeSpanMeat02","FeSpanMeat03","FeSpanCodComp001","FeSpanCodComp002","FeSpanCodComp003","FeSpanCodComp004","FeSpanWheat001","DutchHerring001.old","DutchHerring002.old","DutchStockFish001.old","DutchSaltedCod001.old","DutchMeat001.old","DutchHerring003.old","DutchWheat001.old","Dutch.Frisian.Wheat.Source.Units.001","Dutch.Wheat.Source.Units.001","Dutch.Oats.Source.Units.001","Dutch.Barley.Source.Units.001","Dutch.Wheat.Source.Units.002","Dutch.Rye.Source.Units.001","Dutch.Rye.Bread.Source.Units.001","Dutch.Barley.Source.Units.002","Dutch.Oats.Source.Units.002","Dutch.Rye.Source.Units.002","Dutch.Cloth.Source.Units.001","Dutch.Cloth.Source.Units.002","Dutch.Green.Peas.Source.Units.001","Dutch.Salt.Source.Units.001","Dutch.Beer.Source.Units.001","Dutch.Beer.Source.Units.002","Dutch.Wine.Source.Units.001","Dutch.Wine.Source.Units.002","Dutch.Rice.Source.Units.001","Dutch.Rice.Source.Units.002","Dutch.Butter.Source.Units.001","Dutch.Rape.oil.Source.Units.001","Dutch.White.Cheese.Source.Units.001","Dutch.Wax.Source.Units.001","Dutch.Wax.Candles.Source.Units.001","Dutch.Meat.Source.Units.001","Dutch.Wheat.Bread.Source.Units.001","Dutch.Coal.Source.Units.001","Dutch.Wood.Source.Units.001","Dutch.Herrings.Source.Units.001","Dutch.Full.Herrings.Source.Units.001","Dutch.Stockfish.Source.Units.001","Dutch.Salted.Cod.Source.Units.001","Dutch.Salted.Cod.Source.Units.002","Dutch.Stockfish.Source.Units.002","Dutch.Eggs.Source.Units.001","Dutch.Soap.Source.Units.001","Dutch.Peat..Source.Units.001","Dutch.Peat..Source.Units.002","Dutch.Peat.Source.Units.001","Dutch.Sugar.Source.Units.001","Dutch.Tallow.Candles.Source.Units.001","Dutch.Baltic.Tallow.Source.Units.001","Dutch.Wheat.Source.Units.003","Dutch.Rye.Source.Units.003","Dutch..Barley.Source.Units.001","Dutch..Barley.Source.Units.002","Dutch.Oats.Source.Units.003","Dutch.Rye.Source.Units.004","Dutch.Frisian.Wheat.Silver.Grams.001","Dutch.Wheat.Silver.Grams.001","Dutch.Oats.Silver.Grams.001","Dutch.Barley.Silver.Grams.001","Dutch.Rye.Silver.Grams.001","Dutch.Rye.Silver.Grams.002","Dutch.Rye.Bread.Silver.Grams.001","Dutch.Cloth.Silver.Grams.001","Dutch.Cloth.Silver.Grams.002","Dutch.Green.Peas.Silver.Grams.001","Dutch.Salt.Silver.Grams.001","Dutch.Beer.Silver.Grams.001","Dutch.Wine.Silver.Grams.001","Dutch.Rice.Silver.Grams.001","Dutch.Butter.Silver.Grams.001","Dutch.Rape.oil.Silver.Grams.001","Dutch.White.Cheese.Silver.Grams.001","Dutch.Wax.Silver.Grams.001","Dutch.Wax.Candles.Silver.Grams.001","Dutch.Meat.Silver.Grams.001","Dutch.Wheat.Bread.Silver.Grams.001","Dutch.Coal.Silver.Grams.001","Dutch.Wood.Silver.Grams.001","Dutch.Herrings.Silver.Grams.001","Dutch.Full.Herrings.Silver.Grams.001","Dutch.Stockfish.Silver.Grams.001","Dutch.Stockfish.Silver.Grams.002","Dutch.Eggs.Silver.Grams.001","Dutch.Soap.Silver.Grams.001","Dutch.Peat..Silver.Grams.001","Dutch.Sugar.Silver.Grams.001","LondonHerring001","LondonSaltedCod001","LondonStockFish001","LondonBeef001","LondonWheat001","LondonLinen001","LondonBread001","SwedenHerring001","SwedenOx001","SwedenHerring002","SwedenHerring003","SwedenHerring004","SwedenOxen002","SwedenPork001","MunichHerring001old","MunichStockfish001old","MunichRye001","MunichWheat001","MunichRye002","MunichBarley001","MunichPeas001","MunichWheat002","MunichRye003","MunichBarley002","MunichTallow001","MunichButter001","MunichEnglishCloth001","MunichScharlach001","MunichLinen001","MunichLinen002","MunichBarchent001","MunichDrill001","MunichRice001","MunichHerring001","MunichStockfish001","MunichBeer001","MunichOil001","MunichBeef001","ViennaHerring001","ViennaHerring002","ViennaBeef001","ViennaBeef002","ViennaCharcoal001","ViennaCharcoal002","ViennaFirewood001","ViennaStockfish001","ViennaWine001","ViennaTallowCandle001","ViennaSoap001","ViennaSugar001","ViennaWine002","ViennaDutchCheese001","ViennaCheapStockfish001","ViennaSaltedButter001","ViennaRyeBread001","ValenciaWheat001","ValenciaCarobBeans001","ValenciaCharcoal001","ValenciaCharcoal002","ValenciaCheese001","ValenciaCheese002","ValenciaChickPeas001","ValenciaEggs001","ValenciaFirewood001","ValenciaLinen001","ValenciaMutton001","ValenciaOliveOil001","ValenciaRice001","ValenciaRice002","ValenciaSardines001","ValenciaSardines002","ValenciaSoap001","ValenciaSugar001","ValenciaWax001","ValenciaWax.yellow.001","ValenciaWaxCandles001","ValenciaWine001","ValenciaWine002","ValenciaFlax001","ValenciaHoney001","MadridSardines001","MadridSardines002","MadridDriedFish001","MadridDriedFish002","MadridMutton001","MadridBeef001","MadridWheat001","MadridBarley001","MadridBread001","MadridCheese001","MadridEggs001","MadridWine001","ParisAllenUngerWheat001","ParisAllenUngerWheat002","ParisAllenUngerRye001","ParisAllenUngerRice001","ParisAllenUngerBread001","ParisAllenUngerButter001","ParisAllenUngerEggs001","ParisAllenUngerSugar001","ParisAllenUngerCandle..tallow.001","ParisAllenUngerCandle..wax.001","ParisAllenUngerSoap001","ParisAllenUngerFirewood001","ParisAllenUngerCharcoal001","ParisAllenUngerMeat001","ParisAllenUngerButter002","ParisAllenUngerCheese001","ParisAllenUngerEggs002","ParisAllenUngerWine001","ParisAllenUngerSoap002","ParisAllenUngerLinen001","ParisAllenUngerCandles001","ParisAllenUngerOil.light001","ParisAllenUngerFuel..Firewood.Charcoal.001","AntwerpWheat001","AntwerpRye001","AntwerpBarley001","AntwerpOats001","AntwerpWheatBread001","AntwerpWheatBread002","AntwerpRyeBread001","AntwerpRyeBread002","AntwerpRyeBread003","AntwerpPeas001","AntwerpEggs001","AntwerpButter001","AntwerpCheese001","AntwerpRundsvlees001","AntwerpFirewood001","AntwerpRapeseedOil001","AntwerpTallowCandles001","AntwerpCharcoal001","AntwerpHerring001","AntwerpWoolenLinen001","AntwerpLinen001","AntwerpRedWine001","AntwerpRyeBread004","AntwerpPeas002","AntwerpButter002","AntwerpSaltedHerring001","AntwerpRapeseedOil002","AntwerpTurf001","AntwerpCoal001","AntwerpCharcoal002","AntwerpCandles001","AntwerpSoap001","AntwerpBeef001","AntwerpCheese002","AntwerpStockfish001","AntwerpSugar001","AntwerpRice001","AntwerpRyeBread005","AntwerpRye002","AntwerpWheat002","AntwerpWheatBread003","AntwerpWheatBread004","AntwerpPotatoes001","AntwerpBeef002","AntwerpButter003","AntwerpLinen002","AntwerpEggs002","AntwerpEggs003","AntwerpRundsvlees002","FrankfurtBarley001","FrankfurtBeans001","FrankfurtBeef001","FrankfurtBeer001","FrankfurtButter001","FrankfurtCandles001","FrankfurtCharcoal001","FrankfurtCheese001","FrankfurtCinnamon001","FrankfurtCloth001","FrankfurtCloves001","FrankfurtFirewood001","FrankfurtHam001","FrankfurtHerring001","FrankfurtLinen001","FrankfurtMutton001","FrankfurtNutmeg001","FrankfurtPaper001","FrankfurtParchment001","FrankfurtPeas001","FrankfurtPepper001","FrankfurtRye001","FrankfurtSaffron001","FrankfurtSalt001","FrankfurtSoap001","FrankfurtSugar001","FrankfurtVeal001","FrankfurtVinegar001","FrankfurtWax001","FrankfurtWheat001","FrankfurtWine001","BergenStockfish001"
"1",1259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.057062295,NA,NA,NA,0.334168487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",1260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273083925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",1261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244338248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.349739061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",1263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.226995024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",1264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091839906,NA,NA,NA,0.249129194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
