Year,Herring_Flemish,Herring_Dutch,Herring_English,Herring_Scottish,Herring_Irish,Herring_French,Herring_GermanorthSee,Herring_NorwegianBohuslen,Herring_DanishSound,Herring_DanishKattegat_,Herring_DanishLimfjord,Herring_NorwegianWestCoast,Cod_FrenchNFL,Cod_EnglishNFL,Cod_SpanishBasqueNFL,Cod_PortugueseNFL,Cod_Icelandic,Cod_DutchIcelandic,Cod_FrenchNEAtlantic,Cod_EnglishNEAtlantic,Cod_Scottish,Cod_Shetland,Cod_Faroese,Cod_Dutch_NorthSea,Cod_Norwegian
1686.00,3324.00,40743.00,3473.00,9104.00,7481.00,8164.00,0.00,0.00,5000.00,275.00,2947.00,1013.00,158164.00,39287.00,0.00,0.00,22270.00,700.00,202.00,1558.00,21566.00,8783.00,525.00,5153.00,46280.00
1687.00,1828.00,22060.00,3456.00,9194.00,7643.00,8205.00,0.00,0.00,5000.00,298.00,5196.00,1037.00,145491.00,38782.00,0.00,0.00,22060.00,450.00,201.00,1475.00,21464.00,8836.00,529.00,5188.00,49448.00
1688.00,1796.00,21356.00,3228.00,9284.00,7789.00,8247.00,0.00,0.00,5000.00,321.00,4573.00,1060.00,143757.00,37740.00,0.00,0.00,21849.00,250.00,200.00,1393.00,21362.00,8889.00,532.00,5224.00,49540.00
1689.00,1348.00,15781.00,3562.00,9374.00,7936.00,8288.00,0.00,0.00,5000.00,345.00,3854.00,1136.00,107257.00,36159.00,0.00,0.00,21639.00,350.00,199.00,1311.00,21260.00,8941.00,536.00,5259.00,49631.00
1690.00,1863.00,21497.00,2850.00,9464.00,8082.00,9910.00,0.00,0.00,5000.00,300.00,2805.00,1212.00,105111.00,34039.00,0.00,0.00,21429.00,450.00,198.00,1228.00,21158.00,8994.00,540.00,5293.00,49723.00
1691.00,1299.00,14769.00,1522.00,9554.00,8229.00,8368.00,0.00,0.00,5000.00,345.00,2640.00,1288.00,104130.00,31380.00,0.00,0.00,21217.00,578.00,197.00,1146.00,21056.00,9047.00,543.00,5328.00,56775.00
1692.00,1688.00,18911.00,1033.00,9720.00,8376.00,8410.00,0.00,0.00,5000.00,336.00,5115.00,1364.00,108837.00,28283.00,0.00,0.00,21007.00,597.00,196.00,1064.00,20954.00,9099.00,547.00,5363.00,56867.00
1693.00,1492.00,16469.00,1096.00,9886.00,8522.00,8451.00,0.00,0.00,5000.00,326.00,3300.00,1440.00,116931.00,0.00,0.00,0.00,20797.00,616.00,195.00,981.00,20851.00,9152.00,550.00,5397.00,56958.00
1694.00,1889.00,20556.00,1296.00,10053.00,8669.00,8493.00,0.00,0.00,5000.00,403.00,4851.00,1456.00,120777.00,0.00,0.00,0.00,20586.00,635.00,194.00,899.00,20749.00,9205.00,554.00,5432.00,57050.00
1695.00,1790.00,19199.00,1086.00,10219.00,8815.00,8534.00,0.00,0.00,5000.00,499.00,4290.00,1472.00,126186.00,0.00,0.00,0.00,20376.00,655.00,193.00,817.00,20647.00,9257.00,557.00,5466.00,57141.00
1696.00,1517.00,16040.00,946.00,10385.00,8962.00,8576.00,0.00,0.00,5000.00,522.00,5754.00,1488.00,143582.00,0.00,0.00,0.00,20165.00,674.00,192.00,734.00,20545.00,9310.00,561.00,5500.00,55452.00
1697.00,1448.00,15092.00,1210.00,10551.00,9108.00,8617.00,0.00,0.00,5000.00,641.00,6132.00,1504.00,133893.00,0.00,0.00,0.00,19955.00,693.00,172.00,652.00,20443.00,9363.00,564.00,5534.00,53763.00
1698.00,3221.00,33112.00,1607.00,10717.00,8735.00,8658.00,0.00,0.00,5000.00,852.00,5173.00,1520.00,191833.00,74856.00,0.00,0.00,19744.00,712.00,152.00,569.00,20341.00,9416.00,568.00,5567.00,52074.00
1699.00,4044.00,41006.00,2133.00,10884.00,5314.00,8700.00,0.00,0.00,5000.00,791.00,4354.00,1535.00,186990.00,75234.00,0.00,0.00,19534.00,732.00,132.00,487.00,20239.00,9468.00,571.00,5601.00,50385.00
1700.00,4135.00,41348.00,663.00,11050.00,4049.00,10010.00,0.00,0.00,5000.00,776.00,4564.00,1550.00,176444.00,77153.00,0.00,0.00,19324.00,751.00,112.00,405.00,20136.00,9521.00,574.00,5634.00,48695.00
1701.00,1983.00,19827.00,1255.00,11216.00,4324.00,8599.00,0.00,0.00,5000.00,753.00,4774.00,1565.00,157868.00,79839.00,0.00,0.00,19112.00,770.00,192.00,322.00,20034.00,9574.00,578.00,5668.00,47075.00
1702.00,1274.00,12739.00,658.00,11687.00,4223.00,8549.00,0.00,0.00,5000.00,653.00,4984.00,1580.00,144826.00,45849.00,0.00,0.00,18902.00,789.00,120.00,240.00,19932.00,9626.00,581.00,5701.00,45455.00
1703.00,650.00,6496.00,589.00,12158.00,4240.00,8499.00,0.00,0.00,5000.00,465.00,5194.00,1584.00,95109.00,29657.00,0.00,0.00,18692.00,808.00,48.00,239.00,19830.00,9679.00,584.00,5734.00,45892.00
1704.00,720.00,7198.00,196.00,12629.00,4105.00,8449.00,0.00,0.00,5000.00,468.00,5404.00,1589.00,94217.00,33743.00,0.00,0.00,17862.00,828.00,53.00,238.00,19728.00,9732.00,588.00,5766.00,46329.00
1705.00,630.00,6296.00,454.00,13100.00,4942.00,8400.00,0.00,0.00,5000.00,603.00,5614.00,1593.00,87596.00,38966.00,0.00,0.00,17087.00,847.00,59.00,236.00,19626.00,9784.00,591.00,5799.00,46766.00
1706.00,767.00,7671.00,259.00,13571.00,4579.00,8350.00,0.00,0.00,5000.00,603.00,5824.00,1597.00,88643.00,45273.00,0.00,0.00,16363.00,866.00,64.00,235.00,19524.00,9837.00,594.00,5831.00,47203.00
1707.00,954.00,9536.00,579.00,14042.00,5307.00,8300.00,0.00,0.00,5000.00,603.00,5856.00,1601.00,97261.00,54102.00,0.00,0.00,15687.00,885.00,69.00,234.00,19421.00,9890.00,598.00,5864.00,47640.00
1708.00,1156.00,11555.00,577.00,14513.00,6665.00,8251.00,0.00,0.00,5000.00,603.00,5888.00,1606.00,111677.00,62686.00,0.00,0.00,15651.00,905.00,75.00,233.00,19319.00,9942.00,601.00,5896.00,48077.00
1709.00,1523.00,15230.00,830.00,14984.00,6195.00,8201.00,0.00,0.00,5000.00,603.00,5920.00,1610.00,92575.00,66559.00,0.00,0.00,15616.00,924.00,80.00,231.00,19217.00,9995.00,604.00,5928.00,48514.00
1710.00,1364.00,13635.00,826.00,15455.00,5446.00,11433.00,0.00,0.00,5000.00,336.00,5951.00,1614.00,103680.00,69028.00,0.00,0.00,15580.00,943.00,85.00,230.00,19115.00,10048.00,615.00,6032.00,48951.00
1711.00,1484.00,14835.00,1139.00,15926.00,5146.00,8099.00,0.00,0.00,5000.00,69.00,5983.00,1619.00,96863.00,63014.00,0.00,0.00,15545.00,962.00,91.00,229.00,19013.00,10101.00,787.00,7716.00,49388.00
1712.00,1300.00,12997.00,1072.00,15711.00,4701.00,8049.00,0.00,0.00,5000.00,394.00,6015.00,1623.00,104444.00,56970.00,0.00,0.00,15511.00,982.00,96.00,228.00,18911.00,10153.00,802.00,7870.00,49825.00
1713.00,2681.00,26809.00,1318.00,15497.00,5135.00,7999.00,0.00,0.00,5000.00,718.00,6047.00,1627.00,115653.00,50896.00,0.00,0.00,15477.00,1001.00,101.00,226.00,18809.00,10206.00,818.00,8024.00,50262.00
1714.00,2291.00,22914.00,1376.00,15282.00,4702.00,7950.00,0.00,0.00,5000.00,641.00,6078.00,1631.00,134583.00,44794.00,0.00,0.00,15443.00,1020.00,107.00,225.00,18706.00,10259.00,795.00,7803.00,50699.00
1715.00,2526.00,25260.00,1869.00,15067.00,4549.00,8039.00,0.00,0.00,5000.00,457.00,6110.00,1636.00,133835.00,44451.00,0.00,0.00,15409.00,1039.00,112.00,224.00,18604.00,10311.00,587.00,5756.00,51136.00
1716.00,2193.00,21933.00,2357.00,14853.00,3916.00,8128.00,0.00,0.00,5000.00,607.00,6142.00,1640.00,121190.00,48488.00,0.00,0.00,15376.00,1058.00,112.00,223.00,18502.00,10364.00,581.00,5703.00,51573.00
1717.00,2295.00,22950.00,2843.00,14638.00,127.00,8218.00,0.00,0.00,5000.00,572.00,6174.00,1644.00,138400.00,50421.00,0.00,0.00,15343.00,1078.00,112.00,222.00,18400.00,10417.00,575.00,5641.00,52010.00
1718.00,2543.00,25434.00,3324.00,14423.00,2529.00,8307.00,0.00,0.00,5000.00,442.00,6205.00,1649.00,131804.00,52359.00,0.00,0.00,15310.00,1097.00,107.00,220.00,18298.00,10469.00,639.00,6265.00,52448.00
1719.00,2177.00,21768.00,3802.00,14208.00,3647.00,8397.00,0.00,0.00,5000.00,791.00,6237.00,1653.00,146904.00,54301.00,0.00,0.00,15278.00,1116.00,102.00,219.00,18196.00,10522.00,701.00,6880.00,52885.00
1720.00,1143.00,11425.00,4276.00,13994.00,3977.00,7279.00,0.00,0.00,5000.00,634.00,6269.00,1657.00,141767.00,56247.00,0.00,0.00,15245.00,1135.00,97.00,218.00,18093.00,10575.00,652.00,6399.00,53322.00
1721.00,1621.00,16207.00,4746.00,13779.00,4636.00,8577.00,0.00,0.00,5000.00,653.00,6419.00,1661.00,125325.00,61018.00,0.00,0.00,15214.00,1155.00,92.00,217.00,17991.00,10627.00,607.00,5953.00,53759.00
1722.00,1568.00,15683.00,5213.00,13412.00,3994.00,8666.00,0.00,0.00,5000.00,618.00,6918.00,1666.00,128082.00,65805.00,0.00,0.00,15183.00,1174.00,87.00,215.00,17889.00,10680.00,607.00,5954.00,54196.00
1723.00,1769.00,17687.00,5677.00,13045.00,4034.00,8756.00,0.00,0.00,5000.00,768.00,5621.00,1670.00,131563.00,88699.00,0.00,0.00,15152.00,1193.00,82.00,214.00,17787.00,10733.00,607.00,5955.00,54633.00
1724.00,1143.00,11427.00,6137.00,12677.00,4541.00,8845.00,0.00,0.00,5000.00,499.00,4650.00,2030.00,151118.00,84003.00,0.00,0.00,15121.00,1212.00,78.00,213.00,17685.00,10786.00,607.00,5956.00,59812.00
1725.00,2118.00,21177.00,9870.00,12310.00,5034.00,8935.00,0.00,0.00,5000.00,461.00,5228.00,2363.00,153596.00,90494.00,0.00,0.00,15090.00,1231.00,73.00,212.00,17583.00,10838.00,607.00,5957.00,61355.00
1726.00,2311.00,23109.00,6630.00,11943.00,4735.00,9024.00,0.00,0.00,5000.00,392.00,4560.00,2697.00,142259.00,115982.00,0.00,0.00,15060.00,1251.00,68.00,210.00,17481.00,10891.00,611.00,5996.00,62898.00
1727.00,1701.00,17011.00,6665.00,11576.00,6241.00,9113.00,0.00,0.00,5000.00,238.00,4010.00,3030.00,143381.00,84370.00,0.00,0.00,15031.00,1270.00,63.00,209.00,17378.00,10944.00,615.00,6035.00,64440.00
1728.00,1234.00,12336.00,6700.00,11209.00,7315.00,9203.00,0.00,0.00,5000.00,202.00,4333.00,3363.00,143283.00,108667.00,0.00,0.00,15002.00,1289.00,58.00,208.00,17276.00,10996.00,679.00,6660.00,65983.00
1729.00,1237.00,12368.00,6735.00,10841.00,6732.00,9292.00,0.00,0.00,5000.00,165.00,6302.00,3697.00,137557.00,135343.00,0.00,0.00,14973.00,1308.00,53.00,207.00,17174.00,11049.00,715.00,7013.00,67526.00
1730.00,1631.00,16314.00,6770.00,10474.00,8276.00,6813.00,0.00,0.00,5000.00,172.00,5631.00,4030.00,147652.00,169381.00,0.00,0.00,14943.00,1328.00,48.00,206.00,17072.00,11102.00,682.00,6688.00,69068.00
1731.00,1254.00,12540.00,6805.00,10107.00,8082.00,9475.00,0.00,0.00,5000.00,178.00,4961.00,4363.00,145054.00,148583.00,0.00,0.00,14915.00,1347.00,112.00,204.00,16970.00,11154.00,667.00,6548.00,70611.00
1732.00,1491.00,14912.00,6839.00,10056.00,9662.00,9564.00,0.00,0.00,5000.00,184.00,4290.00,4697.00,163047.00,180652.00,0.00,0.00,14888.00,1366.00,96.00,203.00,16868.00,11207.00,653.00,6409.00,72154.00
1733.00,1693.00,16929.00,6873.00,10005.00,8591.00,9654.00,0.00,0.00,5000.00,227.00,4868.00,5030.00,149594.00,180636.00,0.00,0.00,14860.00,1385.00,96.00,202.00,16766.00,11260.00,639.00,6271.00,73696.00
1734.00,1939.00,19385.00,6908.00,9954.00,6467.00,9743.00,0.00,0.00,5000.00,269.00,3795.00,5197.00,125769.00,176213.00,0.00,0.00,16790.00,1404.00,96.00,225.00,18701.00,11312.00,702.00,6885.00,75239.00
1735.00,2316.00,23162.00,6942.00,9903.00,5441.00,9833.00,0.00,0.00,5000.00,417.00,4026.00,5364.00,137802.00,178525.00,0.00,0.00,15274.00,1424.00,80.00,207.00,17203.00,11365.00,635.00,6233.00,76782.00
1736.00,2256.00,22564.00,6976.00,9852.00,5074.00,9922.00,0.00,0.00,5000.00,564.00,4257.00,5531.00,143039.00,174936.00,0.00,0.00,15803.00,1443.00,160.00,214.00,17743.00,11418.00,652.00,6394.00,78322.00
1737.00,2593.00,25927.00,7009.00,9801.00,5519.00,10011.00,0.00,0.00,5000.00,507.00,4488.00,5698.00,145823.00,177678.00,0.00,0.00,15048.00,1462.00,240.00,205.00,17004.00,11471.00,784.00,7693.00,79863.00
1738.00,2113.00,21129.00,7043.00,9750.00,5609.00,10101.00,0.00,0.00,5000.00,522.00,4043.00,5865.00,145070.00,182286.00,0.00,0.00,16796.00,1481.00,288.00,226.00,18758.00,11523.00,651.00,6386.00,81404.00
1739.00,1590.00,15897.00,7076.00,9699.00,4787.00,10190.00,0.00,0.00,5000.00,538.00,3597.00,6032.00,151850.00,163499.00,0.00,0.00,17574.00,1501.00,336.00,235.00,19547.00,11576.00,652.00,6396.00,82944.00
1740.00,1248.00,12481.00,7110.00,9648.00,4291.00,7917.00,0.00,0.00,5000.00,538.00,3350.00,6199.00,155837.00,110701.00,0.00,0.00,16430.00,1520.00,144.00,222.00,18420.00,11629.00,691.00,6783.00,84485.00
1741.00,1488.00,14877.00,7143.00,9598.00,4027.00,10194.00,0.00,0.00,5000.00,584.00,4257.00,6366.00,150283.00,193002.00,0.00,0.00,16086.00,1539.00,128.00,218.00,18090.00,11681.00,655.00,6422.00,86026.00
1742.00,1102.00,11017.00,7176.00,9547.00,3878.00,10194.00,0.00,0.00,5000.00,657.00,3548.00,6533.00,155734.00,147868.00,0.00,0.00,16949.00,1558.00,129.00,228.00,18963.00,11763.00,658.00,6453.00,87566.00
1743.00,1039.00,10390.00,7209.00,9496.00,3744.00,10194.00,0.00,0.00,5000.00,645.00,2211.00,6700.00,158210.00,133479.00,0.00,0.00,16434.00,1578.00,120.00,222.00,18462.00,10063.00,661.00,6489.00,89107.00
1744.00,1035.00,10351.00,7241.00,9445.00,4198.00,10194.00,0.00,0.00,5000.00,548.00,2343.00,8043.00,121319.00,155145.00,0.00,0.00,16186.00,1597.00,113.00,219.00,18170.00,13905.00,727.00,7130.00,90139.00
1745.00,1624.00,16242.00,7274.00,9394.00,4393.00,10186.00,0.00,0.00,5000.00,451.00,2690.00,9386.00,102300.00,181206.00,0.00,0.00,15937.00,1616.00,106.00,215.00,17877.00,10649.00,684.00,6712.00,91171.00
1746.00,2173.00,21731.00,7307.00,9343.00,4126.00,10178.00,0.00,0.00,5000.00,432.00,3036.00,10729.00,93822.00,189655.00,0.00,0.00,15688.00,1635.00,99.00,212.00,17584.00,11257.00,673.00,6597.00,92202.00
1747.00,1167.00,11668.00,7339.00,9292.00,3335.00,10169.00,0.00,0.00,5000.00,547.00,4208.00,12071.00,91886.00,210863.00,0.00,0.00,15441.00,1654.00,92.00,208.00,17292.00,14129.00,759.00,7444.00,93234.00
1748.00,821.00,8210.00,7371.00,9241.00,4008.00,10161.00,0.00,0.00,5000.00,202.00,3185.00,13414.00,92685.00,250054.00,0.00,0.00,15193.00,1674.00,85.00,205.00,17001.00,9897.00,1484.00,14562.00,94266.00
1749.00,968.00,9675.00,7403.00,9190.00,222.00,10153.00,0.00,0.00,5000.00,307.00,1568.00,14757.00,141441.00,271872.00,0.00,0.00,14946.00,1693.00,78.00,201.00,16710.00,21053.00,1120.00,10988.00,95298.00
1750.00,666.00,6655.00,2135.00,9139.00,293.00,11441.00,0.00,0.00,5000.00,326.00,2343.00,16100.00,168259.00,233094.00,0.00,0.00,14700.00,1712.00,71.00,198.00,16419.00,8666.00,1419.00,13920.00,96330.00
1751.00,1372.00,13718.00,7194.00,9088.00,4279.00,9120.00,0.00,0.00,5000.00,288.00,2305.00,16733.00,171661.00,192229.00,0.00,0.00,14453.00,1731.00,64.00,194.00,16129.00,11951.00,891.00,8745.00,97361.00
1752.00,1191.00,11907.00,8222.00,8112.00,201.00,11629.00,0.00,0.00,5000.00,307.00,2268.00,17367.00,164246.00,275810.00,0.00,0.00,13964.00,885.00,128.00,191.00,15835.00,9305.00,704.00,6906.00,98393.00
1753.00,954.00,9535.00,4309.00,9194.00,3555.00,10304.00,0.00,2008.00,5000.00,288.00,2230.00,18000.00,164284.00,191758.00,0.00,0.00,13477.00,2214.00,224.00,187.00,15545.00,13349.00,758.00,7438.00,99425.00
1754.00,1380.00,13800.00,7273.00,9197.00,365.00,13656.00,0.00,6469.00,5000.00,307.00,2192.00,20567.00,168891.00,208164.00,0.00,0.00,13236.00,2065.00,256.00,184.00,15319.00,15922.00,748.00,7337.00,100457.00
1755.00,1305.00,13045.00,8617.00,12144.00,286.00,9533.00,0.00,9592.00,5000.00,403.00,2289.00,23133.00,158771.00,206842.00,0.00,0.00,12999.00,2253.00,176.00,182.00,15097.00,15351.00,738.00,7238.00,101489.00
1756.00,1411.00,14109.00,10435.00,11132.00,1946.00,8440.00,0.00,10038.00,5000.00,154.00,1584.00,25700.00,136475.00,172772.00,0.00,0.00,12765.00,563.00,32.00,179.00,14877.00,14781.00,728.00,7140.00,101647.00
1757.00,1400.00,13997.00,10396.00,8984.00,2843.00,13052.00,0.00,18960.00,5000.00,333.00,1062.00,21367.00,105786.00,153770.00,0.00,0.00,12534.00,1097.00,32.00,177.00,14663.00,14210.00,1160.00,11376.00,101805.00
1758.00,610.00,6100.00,3241.00,11150.00,3616.00,8220.00,0.00,23645.00,5000.00,512.00,1032.00,17033.00,75333.00,169665.00,0.00,0.00,12306.00,3716.00,48.00,174.00,14452.00,13752.00,956.00,9376.00,101085.00
1759.00,1026.00,10255.00,5376.00,8668.00,4922.00,9499.00,0.00,37028.00,5000.00,691.00,1003.00,12700.00,0.00,173697.00,0.00,0.00,12330.00,2451.00,62.00,171.00,14234.00,15481.00,895.00,8781.00,100365.00
1760.00,774.00,7736.00,2214.00,7745.00,5206.00,12695.00,0.00,47066.00,5000.00,691.00,973.00,12533.00,0.00,193358.00,0.00,0.00,15670.00,3646.00,95.00,212.00,17583.00,17210.00,1050.00,10302.00,99646.00
1761.00,780.00,7798.00,5139.00,9219.00,4329.00,8795.00,0.00,57104.00,5000.00,672.00,943.00,12365.00,0.00,173817.00,0.00,0.00,12753.00,4862.00,93.00,177.00,14695.00,11315.00,833.00,8167.00,98926.00
1762.00,1036.00,10359.00,6799.00,7579.00,3525.00,12849.00,0.00,66073.00,5000.00,653.00,914.00,12198.00,95671.00,168200.00,0.00,0.00,13280.00,4210.00,110.00,184.00,15241.00,14654.00,818.00,8022.00,98206.00
1763.00,740.00,7404.00,2490.00,9075.00,4672.00,8367.00,0.00,75988.00,5000.00,614.00,884.00,12030.00,112970.00,172630.00,0.00,0.00,15516.00,4388.00,141.00,210.00,17478.00,16371.00,890.00,8735.00,97487.00
1764.00,1019.00,10193.00,5297.00,7054.00,2994.00,14900.00,0.00,78728.00,5000.00,557.00,854.00,11863.00,127589.00,221348.00,0.00,0.00,16290.00,3350.00,441.00,220.00,18258.00,15791.00,866.00,8495.00,96767.00
1765.00,1218.00,12178.00,3478.00,9735.00,662.00,10354.00,0.00,58058.00,5000.00,595.00,825.00,11696.00,149652.00,215673.00,0.00,0.00,17773.00,4150.00,877.00,238.00,19745.00,17296.00,875.00,8583.00,96047.00
1766.00,640.00,6404.00,3992.00,9300.00,6312.00,9844.00,0.00,53325.00,5000.00,595.00,795.00,11528.00,164639.00,234265.00,0.00,0.00,20669.00,3063.00,1131.00,273.00,22638.00,11949.00,1037.00,10168.00,95328.00
1767.00,886.00,8863.00,4862.00,8414.00,2377.00,12260.00,0.00,48070.00,5000.00,595.00,765.00,11361.00,172038.00,249739.00,0.00,0.00,18490.00,2793.00,945.00,247.00,20477.00,12578.00,893.00,8762.00,94608.00
1768.00,905.00,9049.00,5376.00,9446.00,3744.00,10585.00,0.00,44546.00,5000.00,538.00,736.00,11193.00,168769.00,271827.00,0.00,0.00,16111.00,1581.00,1036.00,218.00,18116.00,15581.00,823.00,8073.00,93888.00
1769.00,1184.00,11842.00,4229.00,9121.00,1934.00,14347.00,0.00,44763.00,5000.00,538.00,706.00,11026.00,156283.00,303398.00,0.00,0.00,18476.00,2166.00,1166.00,247.00,20481.00,16049.00,901.00,8838.00,93169.00
1770.00,953.00,9534.00,5890.00,11892.00,4232.00,9109.00,435.00,27883.00,5000.00,557.00,706.00,10859.00,160224.00,333545.00,0.00,0.00,18855.00,3486.00,1248.00,230.00,19111.00,16517.00,815.00,8000.00,92541.00
1771.00,1294.00,12940.00,2688.00,9815.00,2350.00,9723.00,790.00,57426.00,5000.00,557.00,706.00,10691.00,141799.00,335804.00,0.00,0.00,20216.00,1719.00,1248.00,247.00,20532.00,16985.00,851.00,8350.00,91913.00
1772.00,1138.00,11380.00,5929.00,8620.00,2489.00,14064.00,804.00,74804.00,5000.00,557.00,706.00,10524.00,152629.00,391573.00,0.00,0.00,21770.00,1674.00,1728.00,267.00,22146.00,17453.00,931.00,7450.00,91285.00
1773.00,1521.00,15209.00,11937.00,10918.00,953.00,11589.00,1230.00,64056.00,5000.00,614.00,706.00,10357.00,160762.00,394002.00,0.00,0.00,22373.00,1057.00,1329.00,275.00,22814.00,17921.00,946.00,8300.00,90658.00
1774.00,1321.00,13208.00,9091.00,11363.00,4295.00,9897.00,1213.00,53530.00,5000.00,614.00,706.00,10189.00,155815.00,313046.00,0.00,0.00,22003.00,1312.00,1620.00,271.00,22512.00,18389.00,921.00,8550.00,90030.00
1775.00,1125.00,11251.00,6720.00,10068.00,4343.00,13632.00,1166.00,50538.00,5000.00,691.00,706.00,10022.00,155520.00,295461.00,0.00,0.00,19617.00,771.00,1579.00,243.00,20202.00,18857.00,814.00,9050.00,89402.00
1776.00,1271.00,12713.00,4743.00,12238.00,3816.00,10215.00,1498.00,53269.00,5000.00,691.00,706.00,9854.00,174359.00,284480.00,0.00,0.00,19471.00,640.00,1431.00,242.00,20125.00,19325.00,798.00,9850.00,88774.00
1777.00,1296.00,12963.00,3123.00,11101.00,9644.00,10582.00,1713.00,57778.00,5000.00,595.00,706.00,9687.00,135944.00,254364.00,0.00,0.00,19337.00,696.00,1660.00,242.00,20061.00,19793.00,832.00,10150.00,88147.00
1778.00,1009.00,10094.00,3834.00,10391.00,8302.00,10561.00,1394.00,58903.00,5000.00,557.00,706.00,9520.00,87437.00,245904.00,0.00,0.00,20229.00,949.00,297.00,253.00,21018.00,20261.00,858.00,10000.00,87519.00
1779.00,1046.00,10459.00,5929.00,9667.00,6910.00,10678.00,1522.00,63761.00,5000.00,538.00,706.00,9352.00,39208.00,209722.00,0.00,0.00,19958.00,1929.00,1485.00,251.00,20819.00,20729.00,882.00,8850.00,86891.00
1780.00,1072.00,10720.00,3162.00,9057.00,6211.00,9303.00,1960.00,67526.00,5000.00,442.00,706.00,9185.00,0.00,173217.00,0.00,0.00,15089.00,2490.00,1890.00,193.00,16039.00,21197.00,705.00,9200.00,87141.00
1781.00,235.00,2350.00,2016.00,7388.00,11037.00,18970.00,512.00,113723.00,5000.00,288.00,706.00,9017.00,0.00,148460.00,0.00,0.00,18609.00,1107.00,1653.00,236.00,19617.00,21665.00,895.00,10800.00,87391.00
1782.00,396.00,3964.00,4981.00,12279.00,14688.00,20775.00,995.00,107292.00,5000.00,288.00,706.00,8850.00,0.00,166535.00,0.00,0.00,18094.00,949.00,4468.00,231.00,19177.00,22133.00,909.00,1950.00,90426.00
1783.00,978.00,9777.00,5771.00,22334.00,9055.00,5528.00,2758.00,102861.00,5000.00,288.00,706.00,8683.00,103457.00,161682.00,0.00,0.00,19149.00,405.00,2651.00,245.00,20312.00,22601.00,833.00,9250.00,93461.00
1784.00,1200.00,12134.00,6720.00,10801.00,9616.00,17307.00,3781.00,151216.00,5000.00,288.00,706.00,8515.00,163972.00,172914.00,0.00,0.00,16868.00,484.00,2110.00,216.00,17980.00,18901.00,811.00,8600.00,96496.00
1785.00,562.00,5678.00,5455.00,16344.00,10031.00,5593.00,4248.00,122608.00,5000.00,288.00,706.00,8348.00,158072.00,236087.00,0.00,0.00,15742.00,1028.00,2475.00,214.00,17765.00,21156.00,884.00,8900.00,99532.00
1786.00,966.00,9765.00,8064.00,7966.00,8514.00,7721.00,8069.00,132960.00,5000.00,288.00,706.00,8180.00,189434.00,257412.00,0.00,0.00,15581.00,1146.00,1532.00,208.00,17294.00,6845.00,909.00,8450.00,102567.00
1787.00,802.00,8112.00,5929.00,5342.00,7596.00,16771.00,7511.00,157595.00,5000.00,288.00,706.00,8013.00,191384.00,342391.00,0.00,0.00,15739.00,1576.00,1875.00,207.00,17207.00,30703.00,893.00,9050.00,105602.00
1788.00,579.00,5857.00,3004.00,7757.00,8050.00,11550.00,6192.00,214703.00,5000.00,326.00,706.00,7846.00,167280.00,443188.00,0.00,0.00,15901.00,1433.00,2125.00,206.00,17122.00,23129.00,1115.00,8850.00,108637.00
1789.00,395.00,3990.00,1660.00,6272.00,8493.00,9339.00,4943.00,106668.00,5000.00,288.00,706.00,7678.00,164759.00,294561.00,0.00,0.00,18500.00,1290.00,1957.00,238.00,19794.00,29111.00,1313.00,8050.00,111672.00
1790.00,198.00,2000.00,832.00,200.00,222.00,11587.00,3010.00,245788.00,5000.00,307.00,706.00,7511.00,155967.00,276735.00,0.00,0.00,15396.00,1146.00,1552.00,202.00,16807.00,10241.00,1254.00,7900.00,114707.00
