# Equatorial Pacific Tree Ring Based SST Reconstruction 1100-2000 CE
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data.
# If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with '#' followed by a space
# Data lines have no '#'
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39379
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-39379.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI:
#
# Science_Keywords: sea surface temperature reconstruction, ENSO
#---------------------------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/cook2024/cook2024-ENSO-latlon.txt
#   Data_Download_Description: NOAA Template File; ENSO Reconstruction Grid Location Lat/Lon Data
#
#---------------------------------------
# Contribution_Date
#   Date: 2024-04-15
#---------------------------------------
# File_Last_Modified_Date
#   Date: 2024-04-15
#---------------------------------------
# Title
#   Study_Name: Equatorial Pacific Tree Ring Based SST Reconstruction 1100-2000 CE
#---------------------------------------
# Investigators
#   Investigators: Cook, Edward R.; Cane, Mark A.
#---------------------------------------
# Description_Notes_and_Keywords
#   Description: Each column number of SST values (1-2397) in the data files corresponds to its respective grid point number's coordinates in cook2024-ENSO-latlon.txt
#---------------------------------------
# Publication
#   Authors: Cook, Edward R. and Mark A. Cane
#   Published_Date_or_Year: 2024
#   Published_Title: Tree Rings Reveal ENSO in the Last Millennium
#   Journal_Name: Geophysical Research Letters
#   Volume: 
#   Edition: 
#   Issue: 
#   Pages: 
#   Report_Number: 
#   DOI: 
#   Online_Resource: 
#   Full_Citation: 
#   Abstract: 
#---------------------------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#---------------------------------------
# Site_Information
#   Site_Name: Equatorial Pacific 10N to 10S
#   Location: Pacific Ocean
#   Northernmost_Latitude: 10
#   Southernmost_Latitude: -10
#   Easternmost_Longitude: -80
#   Westernmost_Longitude: 160
#   Elevation_m: 
#---------------------------------------
# Data_Collection
#   Collection_Name: ENSO Grid Lat/Lon Cook2024
#   First_Year: 
#   Last_Year: 
#   Time_Unit: 
#   Core_Length_m: 
#   Parameter_Keywords: sea surface temperature
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## gridpoint	notes,,, ,,climate reconstructions,,,N,grid point number
## lat	latitude,,,degree north,,climate reconstructions,,,N,
## lon	longitude,,,degree east,,climate reconstructions,,,N,
## notes	notes,,,,,climate reconstructions,,,N,
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NA
gridpoint	lat	lon	notes
318	7.5	-101.5	Hadley ENSO SST
319	7.5	-100.5	Hadley ENSO SST
320	7.5	-99.5	Hadley ENSO SST
321	7.5	-98.5	Hadley ENSO SST
322	7.5	-97.5	Hadley ENSO SST
323	7.5	-96.5	Hadley ENSO SST
324	7.5	-95.5	Hadley ENSO SST
325	7.5	-94.5	Hadley ENSO SST
326	7.5	-93.5	Hadley ENSO SST
327	7.5	-92.5	Hadley ENSO SST
328	7.5	-91.5	Hadley ENSO SST
329	7.5	-90.5	Hadley ENSO SST
330	7.5	-89.5	Hadley ENSO SST
331	7.5	-88.5	Hadley ENSO SST
332	7.5	-87.5	Hadley ENSO SST
333	7.5	-86.5	Hadley ENSO SST
334	7.5	-85.5	Hadley ENSO SST
335	7.5	-84.5	Hadley ENSO SST
336	7.5	-83.5	Hadley ENSO SST
337	7.5	-82.5	Hadley ENSO SST
338	7.5	-81.5	Hadley ENSO SST
339	7.5	-80.5	Hadley ENSO SST
340	7.5	160.5	Hadley ENSO SST
341	7.5	161.5	Hadley ENSO SST
342	7.5	162.5	Hadley ENSO SST
343	7.5	163.5	Hadley ENSO SST
344	7.5	164.5	Hadley ENSO SST
345	7.5	165.5	Hadley ENSO SST
346	7.5	166.5	Hadley ENSO SST
347	7.5	167.5	Hadley ENSO SST
348	7.5	168.5	Hadley ENSO SST
349	7.5	169.5	Hadley ENSO SST
350	7.5	170.5	Hadley ENSO SST
351	7.5	171.5	Hadley ENSO SST
352	7.5	172.5	Hadley ENSO SST
353	7.5	173.5	Hadley ENSO SST
354	7.5	174.5	Hadley ENSO SST
355	7.5	175.5	Hadley ENSO SST
356	7.5	176.5	Hadley ENSO SST
357	7.5	177.5	Hadley ENSO SST
358	7.5	178.5	Hadley ENSO SST
359	7.5	179.5	Hadley ENSO SST
360	6.5	-179.5	Hadley ENSO SST
361	6.5	-178.5	Hadley ENSO SST
362	6.5	-177.5	Hadley ENSO SST
363	6.5	-176.5	Hadley ENSO SST
364	6.5	-175.5	Hadley ENSO SST
365	6.5	-174.5	Hadley ENSO SST
366	6.5	-173.5	Hadley ENSO SST
367	6.5	-172.5	Hadley ENSO SST
368	6.5	-171.5	Hadley ENSO SST
369	6.5	-170.5	Hadley ENSO SST
370	6.5	-169.5	Hadley ENSO SST
371	6.5	-168.5	Hadley ENSO SST
372	6.5	-167.5	Hadley ENSO SST
373	6.5	-166.5	Hadley ENSO SST
374	6.5	-165.5	Hadley ENSO SST
375	6.5	-164.5	Hadley ENSO SST
376	6.5	-163.5	Hadley ENSO SST
377	6.5	-162.5	Hadley ENSO SST
378	6.5	-161.5	Hadley ENSO SST
379	6.5	-160.5	Hadley ENSO SST
380	6.5	-159.5	Hadley ENSO SST
381	6.5	-158.5	Hadley ENSO SST
382	6.5	-157.5	Hadley ENSO SST
383	6.5	-156.5	Hadley ENSO SST
384	6.5	-155.5	Hadley ENSO SST
385	6.5	-154.5	Hadley ENSO SST
386	6.5	-153.5	Hadley ENSO SST
387	6.5	-152.5	Hadley ENSO SST
388	6.5	-151.5	Hadley ENSO SST
389	6.5	-150.5	Hadley ENSO SST
390	6.5	-149.5	Hadley ENSO SST
391	6.5	-148.5	Hadley ENSO SST
392	6.5	-147.5	Hadley ENSO SST
393	6.5	-146.5	Hadley ENSO SST
394	6.5	-145.5	Hadley ENSO SST
395	6.5	-144.5	Hadley ENSO SST
396	6.5	-143.5	Hadley ENSO SST
397	6.5	-142.5	Hadley ENSO SST
398	6.5	-141.5	Hadley ENSO SST
399	6.5	-140.5	Hadley ENSO SST
400	6.5	-139.5	Hadley ENSO SST
401	6.5	-138.5	Hadley ENSO SST
402	6.5	-137.5	Hadley ENSO SST
403	6.5	-136.5	Hadley ENSO SST
404	6.5	-135.5	Hadley ENSO SST
405	6.5	-134.5	Hadley ENSO SST
406	6.5	-133.5	Hadley ENSO SST
407	6.5	-132.5	Hadley ENSO SST
408	6.5	-131.5	Hadley ENSO SST
409	6.5	-130.5	Hadley ENSO SST
410	6.5	-129.5	Hadley ENSO SST
411	6.5	-128.5	Hadley ENSO SST
412	6.5	-127.5	Hadley ENSO SST
413	6.5	-126.5	Hadley ENSO SST
414	6.5	-125.5	Hadley ENSO SST
415	6.5	-124.5	Hadley ENSO SST
416	6.5	-123.5	Hadley ENSO SST
417	6.5	-122.5	Hadley ENSO SST
418	6.5	-121.5	Hadley ENSO SST
419	6.5	-120.5	Hadley ENSO SST
420	6.5	-119.5	Hadley ENSO SST
421	6.5	-118.5	Hadley ENSO SST
422	6.5	-117.5	Hadley ENSO SST
423	6.5	-116.5	Hadley ENSO SST
424	6.5	-115.5	Hadley ENSO SST
425	6.5	-114.5	Hadley ENSO SST
426	6.5	-113.5	Hadley ENSO SST
427	6.5	-112.5	Hadley ENSO SST
428	6.5	-111.5	Hadley ENSO SST
429	6.5	-110.5	Hadley ENSO SST
430	6.5	-109.5	Hadley ENSO SST
431	6.5	-108.5	Hadley ENSO SST
432	6.5	-107.5	Hadley ENSO SST
433	6.5	-106.5	Hadley ENSO SST
434	6.5	-105.5	Hadley ENSO SST
435	6.5	-104.5	Hadley ENSO SST
436	6.5	-103.5	Hadley ENSO SST
437	6.5	-102.5	Hadley ENSO SST
438	6.5	-101.5	Hadley ENSO SST
439	6.5	-100.5	Hadley ENSO SST
440	6.5	-99.5	Hadley ENSO SST
441	6.5	-98.5	Hadley ENSO SST
442	6.5	-97.5	Hadley ENSO SST
443	6.5	-96.5	Hadley ENSO SST
444	6.5	-95.5	Hadley ENSO SST
445	6.5	-94.5	Hadley ENSO SST
446	6.5	-93.5	Hadley ENSO SST
447	6.5	-92.5	Hadley ENSO SST
448	6.5	-91.5	Hadley ENSO SST
449	6.5	-90.5	Hadley ENSO SST
450	6.5	-89.5	Hadley ENSO SST
451	6.5	-88.5	Hadley ENSO SST
452	6.5	-87.5	Hadley ENSO SST
453	6.5	-86.5	Hadley ENSO SST
454	6.5	-85.5	Hadley ENSO SST
455	6.5	-84.5	Hadley ENSO SST
456	6.5	-83.5	Hadley ENSO SST
457	6.5	-82.5	Hadley ENSO SST
458	6.5	-81.5	Hadley ENSO SST
459	6.5	-80.5	Hadley ENSO SST
460	6.5	160.5	Hadley ENSO SST
461	6.5	161.5	Hadley ENSO SST
462	6.5	162.5	Hadley ENSO SST
463	6.5	163.5	Hadley ENSO SST
464	6.5	164.5	Hadley ENSO SST
465	6.5	165.5	Hadley ENSO SST
466	6.5	166.5	Hadley ENSO SST
467	6.5	167.5	Hadley ENSO SST
468	6.5	168.5	Hadley ENSO SST
469	6.5	169.5	Hadley ENSO SST
470	6.5	170.5	Hadley ENSO SST
471	6.5	171.5	Hadley ENSO SST
472	6.5	172.5	Hadley ENSO SST
473	6.5	173.5	Hadley ENSO SST
474	6.5	174.5	Hadley ENSO SST
475	6.5	175.5	Hadley ENSO SST
476	6.5	176.5	Hadley ENSO SST
477	6.5	177.5	Hadley ENSO SST
478	6.5	178.5	Hadley ENSO SST
479	6.5	179.5	Hadley ENSO SST
480	5.5	-179.5	Hadley ENSO SST
481	5.5	-178.5	Hadley ENSO SST
482	5.5	-177.5	Hadley ENSO SST
483	5.5	-176.5	Hadley ENSO SST
484	5.5	-175.5	Hadley ENSO SST
485	5.5	-174.5	Hadley ENSO SST
486	5.5	-173.5	Hadley ENSO SST
487	5.5	-172.5	Hadley ENSO SST
488	5.5	-171.5	Hadley ENSO SST
489	5.5	-170.5	Hadley ENSO SST
490	5.5	-169.5	Hadley ENSO SST
491	5.5	-168.5	Hadley ENSO SST
492	5.5	-167.5	Hadley ENSO SST
493	5.5	-166.5	Hadley ENSO SST
494	5.5	-165.5	Hadley ENSO SST
495	5.5	-164.5	Hadley ENSO SST
496	5.5	-163.5	Hadley ENSO SST
497	5.5	-162.5	Hadley ENSO SST
498	5.5	-161.5	Hadley ENSO SST
499	5.5	-160.5	Hadley ENSO SST
500	5.5	-159.5	Hadley ENSO SST
501	5.5	-158.5	Hadley ENSO SST
502	5.5	-157.5	Hadley ENSO SST
503	5.5	-156.5	Hadley ENSO SST
504	5.5	-155.5	Hadley ENSO SST
505	5.5	-154.5	Hadley ENSO SST
506	5.5	-153.5	Hadley ENSO SST
507	5.5	-152.5	Hadley ENSO SST
508	5.5	-151.5	Hadley ENSO SST
509	5.5	-150.5	Hadley ENSO SST
510	5.5	-149.5	Hadley ENSO SST
511	5.5	-148.5	Hadley ENSO SST
512	5.5	-147.5	Hadley ENSO SST
513	5.5	-146.5	Hadley ENSO SST
514	5.5	-145.5	Hadley ENSO SST
515	5.5	-144.5	Hadley ENSO SST
516	5.5	-143.5	Hadley ENSO SST
517	5.5	-142.5	Hadley ENSO SST
518	5.5	-141.5	Hadley ENSO SST
519	5.5	-140.5	Hadley ENSO SST
520	5.5	-139.5	Hadley ENSO SST
521	5.5	-138.5	Hadley ENSO SST
522	5.5	-137.5	Hadley ENSO SST
523	5.5	-136.5	Hadley ENSO SST
524	5.5	-135.5	Hadley ENSO SST
525	5.5	-134.5	Hadley ENSO SST
526	5.5	-133.5	Hadley ENSO SST
527	5.5	-132.5	Hadley ENSO SST
528	5.5	-131.5	Hadley ENSO SST
529	5.5	-130.5	Hadley ENSO SST
530	5.5	-129.5	Hadley ENSO SST
531	5.5	-128.5	Hadley ENSO SST
532	5.5	-127.5	Hadley ENSO SST
533	5.5	-126.5	Hadley ENSO SST
534	5.5	-125.5	Hadley ENSO SST
535	5.5	-124.5	Hadley ENSO SST
536	5.5	-123.5	Hadley ENSO SST
537	5.5	-122.5	Hadley ENSO SST
538	5.5	-121.5	Hadley ENSO SST
539	5.5	-120.5	Hadley ENSO SST
540	5.5	-119.5	Hadley ENSO SST
541	5.5	-118.5	Hadley ENSO SST
542	5.5	-117.5	Hadley ENSO SST
543	5.5	-116.5	Hadley ENSO SST
544	5.5	-115.5	Hadley ENSO SST
545	5.5	-114.5	Hadley ENSO SST
546	5.5	-113.5	Hadley ENSO SST
547	5.5	-112.5	Hadley ENSO SST
548	5.5	-111.5	Hadley ENSO SST
549	5.5	-110.5	Hadley ENSO SST
550	5.5	-109.5	Hadley ENSO SST
551	5.5	-108.5	Hadley ENSO SST
552	5.5	-107.5	Hadley ENSO SST
553	5.5	-106.5	Hadley ENSO SST
554	5.5	-105.5	Hadley ENSO SST
555	5.5	-104.5	Hadley ENSO SST
556	5.5	-103.5	Hadley ENSO SST
557	5.5	-102.5	Hadley ENSO SST
558	5.5	-101.5	Hadley ENSO SST
559	5.5	-100.5	Hadley ENSO SST
560	5.5	-99.5	Hadley ENSO SST
561	5.5	-98.5	Hadley ENSO SST
562	5.5	-97.5	Hadley ENSO SST
563	5.5	-96.5	Hadley ENSO SST
564	5.5	-95.5	Hadley ENSO SST
565	5.5	-94.5	Hadley ENSO SST
566	5.5	-93.5	Hadley ENSO SST
567	5.5	-92.5	Hadley ENSO SST
568	5.5	-91.5	Hadley ENSO SST
569	5.5	-90.5	Hadley ENSO SST
570	5.5	-89.5	Hadley ENSO SST
571	5.5	-88.5	Hadley ENSO SST
572	5.5	-87.5	Hadley ENSO SST
573	5.5	-86.5	Hadley ENSO SST
574	5.5	-85.5	Hadley ENSO SST
575	5.5	-84.5	Hadley ENSO SST
576	5.5	-83.5	Hadley ENSO SST
577	5.5	-82.5	Hadley ENSO SST
578	5.5	-81.5	Hadley ENSO SST
579	5.5	-80.5	Hadley ENSO SST
580	5.5	160.5	Hadley ENSO SST
581	5.5	161.5	Hadley ENSO SST
582	5.5	162.5	Hadley ENSO SST
583	5.5	163.5	Hadley ENSO SST
584	5.5	164.5	Hadley ENSO SST
585	5.5	165.5	Hadley ENSO SST
586	5.5	166.5	Hadley ENSO SST
587	5.5	167.5	Hadley ENSO SST
588	5.5	168.5	Hadley ENSO SST
589	5.5	169.5	Hadley ENSO SST
590	5.5	170.5	Hadley ENSO SST
591	5.5	171.5	Hadley ENSO SST
592	5.5	172.5	Hadley ENSO SST
593	5.5	173.5	Hadley ENSO SST
594	5.5	174.5	Hadley ENSO SST
595	5.5	175.5	Hadley ENSO SST
596	5.5	176.5	Hadley ENSO SST
597	5.5	177.5	Hadley ENSO SST
598	5.5	178.5	Hadley ENSO SST
599	5.5	179.5	Hadley ENSO SST
600	4.5	-179.5	Hadley ENSO SST
601	4.5	-178.5	Hadley ENSO SST
602	4.5	-177.5	Hadley ENSO SST
603	4.5	-176.5	Hadley ENSO SST
604	4.5	-175.5	Hadley ENSO SST
605	4.5	-174.5	Hadley ENSO SST
606	4.5	-173.5	Hadley ENSO SST
607	4.5	-172.5	Hadley ENSO SST
608	4.5	-171.5	Hadley ENSO SST
609	4.5	-170.5	Hadley ENSO SST
610	4.5	-169.5	Hadley ENSO SST
611	4.5	-168.5	Hadley ENSO SST
612	4.5	-167.5	Hadley ENSO SST
613	4.5	-166.5	Hadley ENSO SST
614	4.5	-165.5	Hadley ENSO SST
615	4.5	-164.5	Hadley ENSO SST
616	4.5	-163.5	Hadley ENSO SST
617	4.5	-162.5	Hadley ENSO SST
618	4.5	-161.5	Hadley ENSO SST
619	4.5	-160.5	Hadley ENSO SST
620	4.5	-159.5	Hadley ENSO SST
621	4.5	-158.5	Hadley ENSO SST
622	4.5	-157.5	Hadley ENSO SST
623	4.5	-156.5	Hadley ENSO SST
624	4.5	-155.5	Hadley ENSO SST
625	4.5	-154.5	Hadley ENSO SST
626	4.5	-153.5	Hadley ENSO SST
627	4.5	-152.5	Hadley ENSO SST
628	4.5	-151.5	Hadley ENSO SST
629	4.5	-150.5	Hadley ENSO SST
630	4.5	-149.5	Hadley ENSO SST
631	4.5	-148.5	Hadley ENSO SST
632	4.5	-147.5	Hadley ENSO SST
633	4.5	-146.5	Hadley ENSO SST
634	4.5	-145.5	Hadley ENSO SST
635	4.5	-144.5	Hadley ENSO SST
636	4.5	-143.5	Hadley ENSO SST
637	4.5	-142.5	Hadley ENSO SST
638	4.5	-141.5	Hadley ENSO SST
639	4.5	-140.5	Hadley ENSO SST
640	4.5	-139.5	Hadley ENSO SST
641	4.5	-138.5	Hadley ENSO SST
642	4.5	-137.5	Hadley ENSO SST
643	4.5	-136.5	Hadley ENSO SST
644	4.5	-135.5	Hadley ENSO SST
645	4.5	-134.5	Hadley ENSO SST
646	4.5	-133.5	Hadley ENSO SST
647	4.5	-132.5	Hadley ENSO SST
648	4.5	-131.5	Hadley ENSO SST
649	4.5	-130.5	Hadley ENSO SST
650	4.5	-129.5	Hadley ENSO SST
651	4.5	-128.5	Hadley ENSO SST
652	4.5	-127.5	Hadley ENSO SST
653	4.5	-126.5	Hadley ENSO SST
654	4.5	-125.5	Hadley ENSO SST
655	4.5	-124.5	Hadley ENSO SST
656	4.5	-123.5	Hadley ENSO SST
657	4.5	-122.5	Hadley ENSO SST
658	4.5	-121.5	Hadley ENSO SST
659	4.5	-120.5	Hadley ENSO SST
660	4.5	-119.5	Hadley ENSO SST
661	4.5	-118.5	Hadley ENSO SST
662	4.5	-117.5	Hadley ENSO SST
663	4.5	-116.5	Hadley ENSO SST
664	4.5	-115.5	Hadley ENSO SST
665	4.5	-114.5	Hadley ENSO SST
666	4.5	-113.5	Hadley ENSO SST
667	4.5	-112.5	Hadley ENSO SST
668	4.5	-111.5	Hadley ENSO SST
669	4.5	-110.5	Hadley ENSO SST
670	4.5	-109.5	Hadley ENSO SST
671	4.5	-108.5	Hadley ENSO SST
672	4.5	-107.5	Hadley ENSO SST
673	4.5	-106.5	Hadley ENSO SST
674	4.5	-105.5	Hadley ENSO SST
675	4.5	-104.5	Hadley ENSO SST
676	4.5	-103.5	Hadley ENSO SST
677	4.5	-102.5	Hadley ENSO SST
678	4.5	-101.5	Hadley ENSO SST
679	4.5	-100.5	Hadley ENSO SST
680	4.5	-99.5	Hadley ENSO SST
681	4.5	-98.5	Hadley ENSO SST
682	4.5	-97.5	Hadley ENSO SST
683	4.5	-96.5	Hadley ENSO SST
684	4.5	-95.5	Hadley ENSO SST
685	4.5	-94.5	Hadley ENSO SST
686	4.5	-93.5	Hadley ENSO SST
687	4.5	-92.5	Hadley ENSO SST
688	4.5	-91.5	Hadley ENSO SST
689	4.5	-90.5	Hadley ENSO SST
690	4.5	-89.5	Hadley ENSO SST
691	4.5	-88.5	Hadley ENSO SST
692	4.5	-87.5	Hadley ENSO SST
693	4.5	-86.5	Hadley ENSO SST
694	4.5	-85.5	Hadley ENSO SST
695	4.5	-84.5	Hadley ENSO SST
696	4.5	-83.5	Hadley ENSO SST
697	4.5	-82.5	Hadley ENSO SST
698	4.5	-81.5	Hadley ENSO SST
699	4.5	-80.5	Hadley ENSO SST
700	4.5	160.5	Hadley ENSO SST
701	4.5	161.5	Hadley ENSO SST
702	4.5	162.5	Hadley ENSO SST
703	4.5	163.5	Hadley ENSO SST
704	4.5	164.5	Hadley ENSO SST
705	4.5	165.5	Hadley ENSO SST
706	4.5	166.5	Hadley ENSO SST
707	4.5	167.5	Hadley ENSO SST
708	4.5	168.5	Hadley ENSO SST
709	4.5	169.5	Hadley ENSO SST
710	4.5	170.5	Hadley ENSO SST
711	4.5	171.5	Hadley ENSO SST
712	4.5	172.5	Hadley ENSO SST
713	4.5	173.5	Hadley ENSO SST
714	4.5	174.5	Hadley ENSO SST
715	4.5	175.5	Hadley ENSO SST
716	4.5	176.5	Hadley ENSO SST
717	4.5	177.5	Hadley ENSO SST
718	4.5	178.5	Hadley ENSO SST
719	4.5	179.5	Hadley ENSO SST
720	3.5	-179.5	Hadley ENSO SST
721	3.5	-178.5	Hadley ENSO SST
722	3.5	-177.5	Hadley ENSO SST
723	3.5	-176.5	Hadley ENSO SST
724	3.5	-175.5	Hadley ENSO SST
725	3.5	-174.5	Hadley ENSO SST
726	3.5	-173.5	Hadley ENSO SST
727	3.5	-172.5	Hadley ENSO SST
728	3.5	-171.5	Hadley ENSO SST
729	3.5	-170.5	Hadley ENSO SST
730	3.5	-169.5	Hadley ENSO SST
731	3.5	-168.5	Hadley ENSO SST
732	3.5	-167.5	Hadley ENSO SST
733	3.5	-166.5	Hadley ENSO SST
734	3.5	-165.5	Hadley ENSO SST
735	3.5	-164.5	Hadley ENSO SST
736	3.5	-163.5	Hadley ENSO SST
737	3.5	-162.5	Hadley ENSO SST
738	3.5	-161.5	Hadley ENSO SST
739	3.5	-160.5	Hadley ENSO SST
740	3.5	-159.5	Hadley ENSO SST
741	3.5	-158.5	Hadley ENSO SST
742	3.5	-157.5	Hadley ENSO SST
743	3.5	-156.5	Hadley ENSO SST
744	3.5	-155.5	Hadley ENSO SST
745	3.5	-154.5	Hadley ENSO SST
746	3.5	-153.5	Hadley ENSO SST
747	3.5	-152.5	Hadley ENSO SST
748	3.5	-151.5	Hadley ENSO SST
749	3.5	-150.5	Hadley ENSO SST
750	3.5	-149.5	Hadley ENSO SST
751	3.5	-148.5	Hadley ENSO SST
752	3.5	-147.5	Hadley ENSO SST
753	3.5	-146.5	Hadley ENSO SST
754	3.5	-145.5	Hadley ENSO SST
755	3.5	-144.5	Hadley ENSO SST
756	3.5	-143.5	Hadley ENSO SST
757	3.5	-142.5	Hadley ENSO SST
758	3.5	-141.5	Hadley ENSO SST
759	3.5	-140.5	Hadley ENSO SST
760	3.5	-139.5	Hadley ENSO SST
761	3.5	-138.5	Hadley ENSO SST
762	3.5	-137.5	Hadley ENSO SST
763	3.5	-136.5	Hadley ENSO SST
764	3.5	-135.5	Hadley ENSO SST
765	3.5	-134.5	Hadley ENSO SST
766	3.5	-133.5	Hadley ENSO SST
767	3.5	-132.5	Hadley ENSO SST
768	3.5	-131.5	Hadley ENSO SST
769	3.5	-130.5	Hadley ENSO SST
770	3.5	-129.5	Hadley ENSO SST
771	3.5	-128.5	Hadley ENSO SST
772	3.5	-127.5	Hadley ENSO SST
773	3.5	-126.5	Hadley ENSO SST
774	3.5	-125.5	Hadley ENSO SST
775	3.5	-124.5	Hadley ENSO SST
776	3.5	-123.5	Hadley ENSO SST
777	3.5	-122.5	Hadley ENSO SST
778	3.5	-121.5	Hadley ENSO SST
779	3.5	-120.5	Hadley ENSO SST
780	3.5	-119.5	Hadley ENSO SST
781	3.5	-118.5	Hadley ENSO SST
782	3.5	-117.5	Hadley ENSO SST
783	3.5	-116.5	Hadley ENSO SST
784	3.5	-115.5	Hadley ENSO SST
785	3.5	-114.5	Hadley ENSO SST
786	3.5	-113.5	Hadley ENSO SST
787	3.5	-112.5	Hadley ENSO SST
788	3.5	-111.5	Hadley ENSO SST
789	3.5	-110.5	Hadley ENSO SST
790	3.5	-109.5	Hadley ENSO SST
791	3.5	-108.5	Hadley ENSO SST
792	3.5	-107.5	Hadley ENSO SST
793	3.5	-106.5	Hadley ENSO SST
794	3.5	-105.5	Hadley ENSO SST
795	3.5	-104.5	Hadley ENSO SST
796	3.5	-103.5	Hadley ENSO SST
797	3.5	-102.5	Hadley ENSO SST
798	3.5	-101.5	Hadley ENSO SST
799	3.5	-100.5	Hadley ENSO SST
800	3.5	-99.5	Hadley ENSO SST
801	3.5	-98.5	Hadley ENSO SST
802	3.5	-97.5	Hadley ENSO SST
803	3.5	-96.5	Hadley ENSO SST
804	3.5	-95.5	Hadley ENSO SST
805	3.5	-94.5	Hadley ENSO SST
806	3.5	-93.5	Hadley ENSO SST
807	3.5	-92.5	Hadley ENSO SST
808	3.5	-91.5	Hadley ENSO SST
809	3.5	-90.5	Hadley ENSO SST
810	3.5	-89.5	Hadley ENSO SST
811	3.5	-88.5	Hadley ENSO SST
812	3.5	-87.5	Hadley ENSO SST
813	3.5	-86.5	Hadley ENSO SST
814	3.5	-85.5	Hadley ENSO SST
815	3.5	-84.5	Hadley ENSO SST
816	3.5	-83.5	Hadley ENSO SST
817	3.5	-82.5	Hadley ENSO SST
818	3.5	-81.5	Hadley ENSO SST
819	3.5	-80.5	Hadley ENSO SST
820	3.5	160.5	Hadley ENSO SST
821	3.5	161.5	Hadley ENSO SST
822	3.5	162.5	Hadley ENSO SST
823	3.5	163.5	Hadley ENSO SST
824	3.5	164.5	Hadley ENSO SST
825	3.5	165.5	Hadley ENSO SST
826	3.5	166.5	Hadley ENSO SST
827	3.5	167.5	Hadley ENSO SST
828	3.5	168.5	Hadley ENSO SST
829	3.5	169.5	Hadley ENSO SST
830	3.5	170.5	Hadley ENSO SST
831	3.5	171.5	Hadley ENSO SST
832	3.5	172.5	Hadley ENSO SST
833	3.5	173.5	Hadley ENSO SST
834	3.5	174.5	Hadley ENSO SST
835	3.5	175.5	Hadley ENSO SST
836	3.5	176.5	Hadley ENSO SST
837	3.5	177.5	Hadley ENSO SST
838	3.5	178.5	Hadley ENSO SST
839	3.5	179.5	Hadley ENSO SST
840	2.5	-179.5	Hadley ENSO SST
841	2.5	-178.5	Hadley ENSO SST
842	2.5	-177.5	Hadley ENSO SST
843	2.5	-176.5	Hadley ENSO SST
844	2.5	-175.5	Hadley ENSO SST
845	2.5	-174.5	Hadley ENSO SST
846	2.5	-173.5	Hadley ENSO SST
847	2.5	-172.5	Hadley ENSO SST
848	2.5	-171.5	Hadley ENSO SST
849	2.5	-170.5	Hadley ENSO SST
850	2.5	-169.5	Hadley ENSO SST
851	2.5	-168.5	Hadley ENSO SST
852	2.5	-167.5	Hadley ENSO SST
853	2.5	-166.5	Hadley ENSO SST
854	2.5	-165.5	Hadley ENSO SST
855	2.5	-164.5	Hadley ENSO SST
856	2.5	-163.5	Hadley ENSO SST
857	2.5	-162.5	Hadley ENSO SST
858	2.5	-161.5	Hadley ENSO SST
859	2.5	-160.5	Hadley ENSO SST
860	2.5	-159.5	Hadley ENSO SST
861	2.5	-158.5	Hadley ENSO SST
862	2.5	-157.5	Hadley ENSO SST
863	2.5	-156.5	Hadley ENSO SST
864	2.5	-155.5	Hadley ENSO SST
865	2.5	-154.5	Hadley ENSO SST
866	2.5	-153.5	Hadley ENSO SST
867	2.5	-152.5	Hadley ENSO SST
868	2.5	-151.5	Hadley ENSO SST
869	2.5	-150.5	Hadley ENSO SST
870	2.5	-149.5	Hadley ENSO SST
871	2.5	-148.5	Hadley ENSO SST
872	2.5	-147.5	Hadley ENSO SST
873	2.5	-146.5	Hadley ENSO SST
874	2.5	-145.5	Hadley ENSO SST
875	2.5	-144.5	Hadley ENSO SST
876	2.5	-143.5	Hadley ENSO SST
