# Equatorial Pacific Tree Ring Based SST Reconstruction 1100-2000 CE
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data.
# If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with '#' followed by a space
# Data lines have no '#'
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39379
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-39379.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI:
#
# Science_Keywords: sea surface temperature reconstruction, ENSO
#---------------------------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/cook2024/cook2024-ENSO-latlon.txt
#   Data_Download_Description: NOAA Template File; ENSO Reconstruction Grid Location Lat/Lon Data
#
#---------------------------------------
# Contribution_Date
#   Date: 2024-04-15
#---------------------------------------
# File_Last_Modified_Date
#   Date: 2024-04-15
#---------------------------------------
# Title
#   Study_Name: Equatorial Pacific Tree Ring Based SST Reconstruction 1100-2000 CE
#---------------------------------------
# Investigators
#   Investigators: Cook, Edward R.; Cane, Mark A.
#---------------------------------------
# Description_Notes_and_Keywords
#   Description: Each column number of SST values (1-2397) in the data files corresponds to its respective grid point number's coordinates in cook2024-ENSO-latlon.txt
#---------------------------------------
# Publication
#   Authors: Cook, Edward R. and Mark A. Cane
#   Published_Date_or_Year: 2024
#   Published_Title: Tree Rings Reveal ENSO in the Last Millennium
#   Journal_Name: Geophysical Research Letters
#   Volume: 
#   Edition: 
#   Issue: 
#   Pages: 
#   Report_Number: 
#   DOI: 
#   Online_Resource: 
#   Full_Citation: 
#   Abstract: 
#---------------------------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#---------------------------------------
# Site_Information
#   Site_Name: Equatorial Pacific 10N to 10S
#   Location: Pacific Ocean
#   Northernmost_Latitude: 10
#   Southernmost_Latitude: -10
#   Easternmost_Longitude: -80
#   Westernmost_Longitude: 160
#   Elevation_m: 
#---------------------------------------
# Data_Collection
#   Collection_Name: ENSO Grid Lat/Lon Cook2024
#   First_Year: 
#   Last_Year: 
#   Time_Unit: 
#   Core_Length_m: 
#   Parameter_Keywords: sea surface temperature
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## gridpoint	notes,,, ,,climate reconstructions,,,N,grid point number
## lat	latitude,,,degree north,,climate reconstructions,,,N,
## lon	longitude,,,degree east,,climate reconstructions,,,N,
## notes	notes,,,,,climate reconstructions,,,N,
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NA
gridpoint	lat	lon	notes
1407	-1.5	-92.5	Hadley ENSO SST
1408	-1.5	-91.5	Hadley ENSO SST
1409	-1.5	-90.5	Hadley ENSO SST
1410	-1.5	-89.5	Hadley ENSO SST
1411	-1.5	-88.5	Hadley ENSO SST
1412	-1.5	-87.5	Hadley ENSO SST
1413	-1.5	-86.5	Hadley ENSO SST
1414	-1.5	-85.5	Hadley ENSO SST
1415	-1.5	-84.5	Hadley ENSO SST
1416	-1.5	-83.5	Hadley ENSO SST
1417	-1.5	-82.5	Hadley ENSO SST
1418	-1.5	-81.5	Hadley ENSO SST
1419	-1.5	-80.5	Hadley ENSO SST
1420	-1.5	160.5	Hadley ENSO SST
1421	-1.5	161.5	Hadley ENSO SST
1422	-1.5	162.5	Hadley ENSO SST
1423	-1.5	163.5	Hadley ENSO SST
1424	-1.5	164.5	Hadley ENSO SST
1425	-1.5	165.5	Hadley ENSO SST
1426	-1.5	166.5	Hadley ENSO SST
1427	-1.5	167.5	Hadley ENSO SST
1428	-1.5	168.5	Hadley ENSO SST
1429	-1.5	169.5	Hadley ENSO SST
1430	-1.5	170.5	Hadley ENSO SST
1431	-1.5	171.5	Hadley ENSO SST
1432	-1.5	172.5	Hadley ENSO SST
1433	-1.5	173.5	Hadley ENSO SST
1434	-1.5	174.5	Hadley ENSO SST
1435	-1.5	175.5	Hadley ENSO SST
1436	-1.5	176.5	Hadley ENSO SST
1437	-1.5	177.5	Hadley ENSO SST
1438	-1.5	178.5	Hadley ENSO SST
1439	-1.5	179.5	Hadley ENSO SST
1440	-2.5	-179.5	Hadley ENSO SST
1441	-2.5	-178.5	Hadley ENSO SST
1442	-2.5	-177.5	Hadley ENSO SST
1443	-2.5	-176.5	Hadley ENSO SST
1444	-2.5	-175.5	Hadley ENSO SST
1445	-2.5	-174.5	Hadley ENSO SST
1446	-2.5	-173.5	Hadley ENSO SST
1447	-2.5	-172.5	Hadley ENSO SST
1448	-2.5	-171.5	Hadley ENSO SST
1449	-2.5	-170.5	Hadley ENSO SST
1450	-2.5	-169.5	Hadley ENSO SST
1451	-2.5	-168.5	Hadley ENSO SST
1452	-2.5	-167.5	Hadley ENSO SST
1453	-2.5	-166.5	Hadley ENSO SST
1454	-2.5	-165.5	Hadley ENSO SST
1455	-2.5	-164.5	Hadley ENSO SST
1456	-2.5	-163.5	Hadley ENSO SST
1457	-2.5	-162.5	Hadley ENSO SST
1458	-2.5	-161.5	Hadley ENSO SST
1459	-2.5	-160.5	Hadley ENSO SST
1460	-2.5	-159.5	Hadley ENSO SST
1461	-2.5	-158.5	Hadley ENSO SST
1462	-2.5	-157.5	Hadley ENSO SST
1463	-2.5	-156.5	Hadley ENSO SST
1464	-2.5	-155.5	Hadley ENSO SST
1465	-2.5	-154.5	Hadley ENSO SST
1466	-2.5	-153.5	Hadley ENSO SST
1467	-2.5	-152.5	Hadley ENSO SST
1468	-2.5	-151.5	Hadley ENSO SST
1469	-2.5	-150.5	Hadley ENSO SST
1470	-2.5	-149.5	Hadley ENSO SST
1471	-2.5	-148.5	Hadley ENSO SST
1472	-2.5	-147.5	Hadley ENSO SST
1473	-2.5	-146.5	Hadley ENSO SST
1474	-2.5	-145.5	Hadley ENSO SST
1475	-2.5	-144.5	Hadley ENSO SST
1476	-2.5	-143.5	Hadley ENSO SST
1477	-2.5	-142.5	Hadley ENSO SST
1478	-2.5	-141.5	Hadley ENSO SST
1479	-2.5	-140.5	Hadley ENSO SST
1480	-2.5	-139.5	Hadley ENSO SST
1481	-2.5	-138.5	Hadley ENSO SST
1482	-2.5	-137.5	Hadley ENSO SST
1483	-2.5	-136.5	Hadley ENSO SST
1484	-2.5	-135.5	Hadley ENSO SST
1485	-2.5	-134.5	Hadley ENSO SST
1486	-2.5	-133.5	Hadley ENSO SST
1487	-2.5	-132.5	Hadley ENSO SST
1488	-2.5	-131.5	Hadley ENSO SST
1489	-2.5	-130.5	Hadley ENSO SST
1490	-2.5	-129.5	Hadley ENSO SST
1491	-2.5	-128.5	Hadley ENSO SST
1492	-2.5	-127.5	Hadley ENSO SST
1493	-2.5	-126.5	Hadley ENSO SST
1494	-2.5	-125.5	Hadley ENSO SST
1495	-2.5	-124.5	Hadley ENSO SST
1496	-2.5	-123.5	Hadley ENSO SST
1497	-2.5	-122.5	Hadley ENSO SST
1498	-2.5	-121.5	Hadley ENSO SST
1499	-2.5	-120.5	Hadley ENSO SST
1500	-2.5	-119.5	Hadley ENSO SST
1501	-2.5	-118.5	Hadley ENSO SST
1502	-2.5	-117.5	Hadley ENSO SST
1503	-2.5	-116.5	Hadley ENSO SST
1504	-2.5	-115.5	Hadley ENSO SST
1505	-2.5	-114.5	Hadley ENSO SST
1506	-2.5	-113.5	Hadley ENSO SST
1507	-2.5	-112.5	Hadley ENSO SST
1508	-2.5	-111.5	Hadley ENSO SST
1509	-2.5	-110.5	Hadley ENSO SST
1510	-2.5	-109.5	Hadley ENSO SST
1511	-2.5	-108.5	Hadley ENSO SST
1512	-2.5	-107.5	Hadley ENSO SST
1513	-2.5	-106.5	Hadley ENSO SST
1514	-2.5	-105.5	Hadley ENSO SST
1515	-2.5	-104.5	Hadley ENSO SST
1516	-2.5	-103.5	Hadley ENSO SST
1517	-2.5	-102.5	Hadley ENSO SST
1518	-2.5	-101.5	Hadley ENSO SST
1519	-2.5	-100.5	Hadley ENSO SST
1520	-2.5	-99.5	Hadley ENSO SST
1521	-2.5	-98.5	Hadley ENSO SST
1522	-2.5	-97.5	Hadley ENSO SST
1523	-2.5	-96.5	Hadley ENSO SST
1524	-2.5	-95.5	Hadley ENSO SST
1525	-2.5	-94.5	Hadley ENSO SST
1526	-2.5	-93.5	Hadley ENSO SST
1527	-2.5	-92.5	Hadley ENSO SST
1528	-2.5	-91.5	Hadley ENSO SST
1529	-2.5	-90.5	Hadley ENSO SST
1530	-2.5	-89.5	Hadley ENSO SST
1531	-2.5	-88.5	Hadley ENSO SST
1532	-2.5	-87.5	Hadley ENSO SST
1533	-2.5	-86.5	Hadley ENSO SST
1534	-2.5	-85.5	Hadley ENSO SST
1535	-2.5	-84.5	Hadley ENSO SST
1536	-2.5	-83.5	Hadley ENSO SST
1537	-2.5	-82.5	Hadley ENSO SST
1538	-2.5	-81.5	Hadley ENSO SST
1539	-2.5	-80.5	Hadley ENSO SST
1540	-2.5	160.5	Hadley ENSO SST
1541	-2.5	161.5	Hadley ENSO SST
1542	-2.5	162.5	Hadley ENSO SST
1543	-2.5	163.5	Hadley ENSO SST
1544	-2.5	164.5	Hadley ENSO SST
1545	-2.5	165.5	Hadley ENSO SST
1546	-2.5	166.5	Hadley ENSO SST
1547	-2.5	167.5	Hadley ENSO SST
1548	-2.5	168.5	Hadley ENSO SST
1549	-2.5	169.5	Hadley ENSO SST
1550	-2.5	170.5	Hadley ENSO SST
1551	-2.5	171.5	Hadley ENSO SST
1552	-2.5	172.5	Hadley ENSO SST
1553	-2.5	173.5	Hadley ENSO SST
1554	-2.5	174.5	Hadley ENSO SST
1555	-2.5	175.5	Hadley ENSO SST
1556	-2.5	176.5	Hadley ENSO SST
1557	-2.5	177.5	Hadley ENSO SST
1558	-2.5	178.5	Hadley ENSO SST
1559	-2.5	179.5	Hadley ENSO SST
1560	-3.5	-179.5	Hadley ENSO SST
1561	-3.5	-178.5	Hadley ENSO SST
1562	-3.5	-177.5	Hadley ENSO SST
1563	-3.5	-176.5	Hadley ENSO SST
1564	-3.5	-175.5	Hadley ENSO SST
1565	-3.5	-174.5	Hadley ENSO SST
1566	-3.5	-173.5	Hadley ENSO SST
1567	-3.5	-172.5	Hadley ENSO SST
1568	-3.5	-171.5	Hadley ENSO SST
1569	-3.5	-170.5	Hadley ENSO SST
1570	-3.5	-169.5	Hadley ENSO SST
1571	-3.5	-168.5	Hadley ENSO SST
1572	-3.5	-167.5	Hadley ENSO SST
1573	-3.5	-166.5	Hadley ENSO SST
1574	-3.5	-165.5	Hadley ENSO SST
1575	-3.5	-164.5	Hadley ENSO SST
1576	-3.5	-163.5	Hadley ENSO SST
1577	-3.5	-162.5	Hadley ENSO SST
1578	-3.5	-161.5	Hadley ENSO SST
1579	-3.5	-160.5	Hadley ENSO SST
1580	-3.5	-159.5	Hadley ENSO SST
1581	-3.5	-158.5	Hadley ENSO SST
1582	-3.5	-157.5	Hadley ENSO SST
1583	-3.5	-156.5	Hadley ENSO SST
1584	-3.5	-155.5	Hadley ENSO SST
1585	-3.5	-154.5	Hadley ENSO SST
1586	-3.5	-153.5	Hadley ENSO SST
1587	-3.5	-152.5	Hadley ENSO SST
1588	-3.5	-151.5	Hadley ENSO SST
1589	-3.5	-150.5	Hadley ENSO SST
1590	-3.5	-149.5	Hadley ENSO SST
1591	-3.5	-148.5	Hadley ENSO SST
1592	-3.5	-147.5	Hadley ENSO SST
1593	-3.5	-146.5	Hadley ENSO SST
1594	-3.5	-145.5	Hadley ENSO SST
1595	-3.5	-144.5	Hadley ENSO SST
1596	-3.5	-143.5	Hadley ENSO SST
1597	-3.5	-142.5	Hadley ENSO SST
1598	-3.5	-141.5	Hadley ENSO SST
1599	-3.5	-140.5	Hadley ENSO SST
1600	-3.5	-139.5	Hadley ENSO SST
1601	-3.5	-138.5	Hadley ENSO SST
1602	-3.5	-137.5	Hadley ENSO SST
1603	-3.5	-136.5	Hadley ENSO SST
1604	-3.5	-135.5	Hadley ENSO SST
1605	-3.5	-134.5	Hadley ENSO SST
1606	-3.5	-133.5	Hadley ENSO SST
1607	-3.5	-132.5	Hadley ENSO SST
1608	-3.5	-131.5	Hadley ENSO SST
1609	-3.5	-130.5	Hadley ENSO SST
1610	-3.5	-129.5	Hadley ENSO SST
1611	-3.5	-128.5	Hadley ENSO SST
1612	-3.5	-127.5	Hadley ENSO SST
1613	-3.5	-126.5	Hadley ENSO SST
1614	-3.5	-125.5	Hadley ENSO SST
1615	-3.5	-124.5	Hadley ENSO SST
1616	-3.5	-123.5	Hadley ENSO SST
1617	-3.5	-122.5	Hadley ENSO SST
1618	-3.5	-121.5	Hadley ENSO SST
1619	-3.5	-120.5	Hadley ENSO SST
1620	-3.5	-119.5	Hadley ENSO SST
1621	-3.5	-118.5	Hadley ENSO SST
1622	-3.5	-117.5	Hadley ENSO SST
1623	-3.5	-116.5	Hadley ENSO SST
1624	-3.5	-115.5	Hadley ENSO SST
1625	-3.5	-114.5	Hadley ENSO SST
1626	-3.5	-113.5	Hadley ENSO SST
1627	-3.5	-112.5	Hadley ENSO SST
1628	-3.5	-111.5	Hadley ENSO SST
1629	-3.5	-110.5	Hadley ENSO SST
1630	-3.5	-109.5	Hadley ENSO SST
1631	-3.5	-108.5	Hadley ENSO SST
1632	-3.5	-107.5	Hadley ENSO SST
1633	-3.5	-106.5	Hadley ENSO SST
1634	-3.5	-105.5	Hadley ENSO SST
1635	-3.5	-104.5	Hadley ENSO SST
1636	-3.5	-103.5	Hadley ENSO SST
1637	-3.5	-102.5	Hadley ENSO SST
1638	-3.5	-101.5	Hadley ENSO SST
1639	-3.5	-100.5	Hadley ENSO SST
1640	-3.5	-99.5	Hadley ENSO SST
1641	-3.5	-98.5	Hadley ENSO SST
1642	-3.5	-97.5	Hadley ENSO SST
1643	-3.5	-96.5	Hadley ENSO SST
1644	-3.5	-95.5	Hadley ENSO SST
1645	-3.5	-94.5	Hadley ENSO SST
1646	-3.5	-93.5	Hadley ENSO SST
1647	-3.5	-92.5	Hadley ENSO SST
1648	-3.5	-91.5	Hadley ENSO SST
1649	-3.5	-90.5	Hadley ENSO SST
1650	-3.5	-89.5	Hadley ENSO SST
1651	-3.5	-88.5	Hadley ENSO SST
1652	-3.5	-87.5	Hadley ENSO SST
1653	-3.5	-86.5	Hadley ENSO SST
1654	-3.5	-85.5	Hadley ENSO SST
1655	-3.5	-84.5	Hadley ENSO SST
1656	-3.5	-83.5	Hadley ENSO SST
1657	-3.5	-82.5	Hadley ENSO SST
1658	-3.5	-81.5	Hadley ENSO SST
1659	-3.5	-80.5	Hadley ENSO SST
1660	-3.5	160.5	Hadley ENSO SST
1661	-3.5	161.5	Hadley ENSO SST
1662	-3.5	162.5	Hadley ENSO SST
1663	-3.5	163.5	Hadley ENSO SST
1664	-3.5	164.5	Hadley ENSO SST
1665	-3.5	165.5	Hadley ENSO SST
1666	-3.5	166.5	Hadley ENSO SST
1667	-3.5	167.5	Hadley ENSO SST
1668	-3.5	168.5	Hadley ENSO SST
1669	-3.5	169.5	Hadley ENSO SST
1670	-3.5	170.5	Hadley ENSO SST
1671	-3.5	171.5	Hadley ENSO SST
1672	-3.5	172.5	Hadley ENSO SST
1673	-3.5	173.5	Hadley ENSO SST
1674	-3.5	174.5	Hadley ENSO SST
1675	-3.5	175.5	Hadley ENSO SST
1676	-3.5	176.5	Hadley ENSO SST
1677	-3.5	177.5	Hadley ENSO SST
1678	-3.5	178.5	Hadley ENSO SST
1679	-3.5	179.5	Hadley ENSO SST
1680	-4.5	-179.5	Hadley ENSO SST
1681	-4.5	-178.5	Hadley ENSO SST
1682	-4.5	-177.5	Hadley ENSO SST
1683	-4.5	-176.5	Hadley ENSO SST
1684	-4.5	-175.5	Hadley ENSO SST
1685	-4.5	-174.5	Hadley ENSO SST
1686	-4.5	-173.5	Hadley ENSO SST
1687	-4.5	-172.5	Hadley ENSO SST
1688	-4.5	-171.5	Hadley ENSO SST
1689	-4.5	-170.5	Hadley ENSO SST
1690	-4.5	-169.5	Hadley ENSO SST
1691	-4.5	-168.5	Hadley ENSO SST
1692	-4.5	-167.5	Hadley ENSO SST
1693	-4.5	-166.5	Hadley ENSO SST
1694	-4.5	-165.5	Hadley ENSO SST
1695	-4.5	-164.5	Hadley ENSO SST
1696	-4.5	-163.5	Hadley ENSO SST
1697	-4.5	-162.5	Hadley ENSO SST
1698	-4.5	-161.5	Hadley ENSO SST
1699	-4.5	-160.5	Hadley ENSO SST
1700	-4.5	-159.5	Hadley ENSO SST
1701	-4.5	-158.5	Hadley ENSO SST
1702	-4.5	-157.5	Hadley ENSO SST
1703	-4.5	-156.5	Hadley ENSO SST
1704	-4.5	-155.5	Hadley ENSO SST
1705	-4.5	-154.5	Hadley ENSO SST
1706	-4.5	-153.5	Hadley ENSO SST
1707	-4.5	-152.5	Hadley ENSO SST
1708	-4.5	-151.5	Hadley ENSO SST
1709	-4.5	-150.5	Hadley ENSO SST
1710	-4.5	-149.5	Hadley ENSO SST
1711	-4.5	-148.5	Hadley ENSO SST
1712	-4.5	-147.5	Hadley ENSO SST
1713	-4.5	-146.5	Hadley ENSO SST
1714	-4.5	-145.5	Hadley ENSO SST
1715	-4.5	-144.5	Hadley ENSO SST
1716	-4.5	-143.5	Hadley ENSO SST
1717	-4.5	-142.5	Hadley ENSO SST
1718	-4.5	-141.5	Hadley ENSO SST
1719	-4.5	-140.5	Hadley ENSO SST
1720	-4.5	-139.5	Hadley ENSO SST
1721	-4.5	-138.5	Hadley ENSO SST
1722	-4.5	-137.5	Hadley ENSO SST
1723	-4.5	-136.5	Hadley ENSO SST
1724	-4.5	-135.5	Hadley ENSO SST
1725	-4.5	-134.5	Hadley ENSO SST
1726	-4.5	-133.5	Hadley ENSO SST
1727	-4.5	-132.5	Hadley ENSO SST
1728	-4.5	-131.5	Hadley ENSO SST
1729	-4.5	-130.5	Hadley ENSO SST
1730	-4.5	-129.5	Hadley ENSO SST
1731	-4.5	-128.5	Hadley ENSO SST
1732	-4.5	-127.5	Hadley ENSO SST
1733	-4.5	-126.5	Hadley ENSO SST
1734	-4.5	-125.5	Hadley ENSO SST
1735	-4.5	-124.5	Hadley ENSO SST
1736	-4.5	-123.5	Hadley ENSO SST
1737	-4.5	-122.5	Hadley ENSO SST
1738	-4.5	-121.5	Hadley ENSO SST
1739	-4.5	-120.5	Hadley ENSO SST
1740	-4.5	-119.5	Hadley ENSO SST
1741	-4.5	-118.5	Hadley ENSO SST
1742	-4.5	-117.5	Hadley ENSO SST
1743	-4.5	-116.5	Hadley ENSO SST
1744	-4.5	-115.5	Hadley ENSO SST
1745	-4.5	-114.5	Hadley ENSO SST
1746	-4.5	-113.5	Hadley ENSO SST
1747	-4.5	-112.5	Hadley ENSO SST
1748	-4.5	-111.5	Hadley ENSO SST
1749	-4.5	-110.5	Hadley ENSO SST
1750	-4.5	-109.5	Hadley ENSO SST
1751	-4.5	-108.5	Hadley ENSO SST
1752	-4.5	-107.5	Hadley ENSO SST
1753	-4.5	-106.5	Hadley ENSO SST
1754	-4.5	-105.5	Hadley ENSO SST
1755	-4.5	-104.5	Hadley ENSO SST
1756	-4.5	-103.5	Hadley ENSO SST
1757	-4.5	-102.5	Hadley ENSO SST
1758	-4.5	-101.5	Hadley ENSO SST
1759	-4.5	-100.5	Hadley ENSO SST
1760	-4.5	-99.5	Hadley ENSO SST
1761	-4.5	-98.5	Hadley ENSO SST
1762	-4.5	-97.5	Hadley ENSO SST
1763	-4.5	-96.5	Hadley ENSO SST
1764	-4.5	-95.5	Hadley ENSO SST
1765	-4.5	-94.5	Hadley ENSO SST
1766	-4.5	-93.5	Hadley ENSO SST
1767	-4.5	-92.5	Hadley ENSO SST
1768	-4.5	-91.5	Hadley ENSO SST
1769	-4.5	-90.5	Hadley ENSO SST
1770	-4.5	-89.5	Hadley ENSO SST
1771	-4.5	-88.5	Hadley ENSO SST
1772	-4.5	-87.5	Hadley ENSO SST
1773	-4.5	-86.5	Hadley ENSO SST
1774	-4.5	-85.5	Hadley ENSO SST
1775	-4.5	-84.5	Hadley ENSO SST
1776	-4.5	-83.5	Hadley ENSO SST
1777	-4.5	-82.5	Hadley ENSO SST
1778	-4.5	-81.5	Hadley ENSO SST
1779	-4.5	160.5	Hadley ENSO SST
1780	-4.5	161.5	Hadley ENSO SST
1781	-4.5	162.5	Hadley ENSO SST
1782	-4.5	163.5	Hadley ENSO SST
1783	-4.5	164.5	Hadley ENSO SST
1784	-4.5	165.5	Hadley ENSO SST
1785	-4.5	166.5	Hadley ENSO SST
1786	-4.5	167.5	Hadley ENSO SST
1787	-4.5	168.5	Hadley ENSO SST
1788	-4.5	169.5	Hadley ENSO SST
1789	-4.5	170.5	Hadley ENSO SST
1790	-4.5	171.5	Hadley ENSO SST
1791	-4.5	172.5	Hadley ENSO SST
1792	-4.5	173.5	Hadley ENSO SST
1793	-4.5	174.5	Hadley ENSO SST
1794	-4.5	175.5	Hadley ENSO SST
1795	-4.5	176.5	Hadley ENSO SST
1796	-4.5	177.5	Hadley ENSO SST
1797	-4.5	178.5	Hadley ENSO SST
1798	-4.5	179.5	Hadley ENSO SST
1799	-5.5	-179.5	Hadley ENSO SST
1800	-5.5	-178.5	Hadley ENSO SST
1801	-5.5	-177.5	Hadley ENSO SST
1802	-5.5	-176.5	Hadley ENSO SST
1803	-5.5	-175.5	Hadley ENSO SST
1804	-5.5	-174.5	Hadley ENSO SST
1805	-5.5	-173.5	Hadley ENSO SST
1806	-5.5	-172.5	Hadley ENSO SST
1807	-5.5	-171.5	Hadley ENSO SST
1808	-5.5	-170.5	Hadley ENSO SST
1809	-5.5	-169.5	Hadley ENSO SST
1810	-5.5	-168.5	Hadley ENSO SST
1811	-5.5	-167.5	Hadley ENSO SST
1812	-5.5	-166.5	Hadley ENSO SST
1813	-5.5	-165.5	Hadley ENSO SST
1814	-5.5	-164.5	Hadley ENSO SST
1815	-5.5	-163.5	Hadley ENSO SST
1816	-5.5	-162.5	Hadley ENSO SST
1817	-5.5	-161.5	Hadley ENSO SST
1818	-5.5	-160.5	Hadley ENSO SST
1819	-5.5	-159.5	Hadley ENSO SST
1820	-5.5	-158.5	Hadley ENSO SST
1821	-5.5	-157.5	Hadley ENSO SST
1822	-5.5	-156.5	Hadley ENSO SST
1823	-5.5	-155.5	Hadley ENSO SST
1824	-5.5	-154.5	Hadley ENSO SST
1825	-5.5	-153.5	Hadley ENSO SST
1826	-5.5	-152.5	Hadley ENSO SST
1827	-5.5	-151.5	Hadley ENSO SST
1828	-5.5	-150.5	Hadley ENSO SST
1829	-5.5	-149.5	Hadley ENSO SST
1830	-5.5	-148.5	Hadley ENSO SST
1831	-5.5	-147.5	Hadley ENSO SST
1832	-5.5	-146.5	Hadley ENSO SST
1833	-5.5	-145.5	Hadley ENSO SST
1834	-5.5	-144.5	Hadley ENSO SST
1835	-5.5	-143.5	Hadley ENSO SST
1836	-5.5	-142.5	Hadley ENSO SST
1837	-5.5	-141.5	Hadley ENSO SST
1838	-5.5	-140.5	Hadley ENSO SST
1839	-5.5	-139.5	Hadley ENSO SST
1840	-5.5	-138.5	Hadley ENSO SST
1841	-5.5	-137.5	Hadley ENSO SST
1842	-5.5	-136.5	Hadley ENSO SST
1843	-5.5	-135.5	Hadley ENSO SST
1844	-5.5	-134.5	Hadley ENSO SST
1845	-5.5	-133.5	Hadley ENSO SST
1846	-5.5	-132.5	Hadley ENSO SST
1847	-5.5	-131.5	Hadley ENSO SST
1848	-5.5	-130.5	Hadley ENSO SST
1849	-5.5	-129.5	Hadley ENSO SST
1850	-5.5	-128.5	Hadley ENSO SST
1851	-5.5	-127.5	Hadley ENSO SST
1852	-5.5	-126.5	Hadley ENSO SST
1853	-5.5	-125.5	Hadley ENSO SST
1854	-5.5	-124.5	Hadley ENSO SST
1855	-5.5	-123.5	Hadley ENSO SST
1856	-5.5	-122.5	Hadley ENSO SST
1857	-5.5	-121.5	Hadley ENSO SST
1858	-5.5	-120.5	Hadley ENSO SST
1859	-5.5	-119.5	Hadley ENSO SST
1860	-5.5	-118.5	Hadley ENSO SST
1861	-5.5	-117.5	Hadley ENSO SST
1862	-5.5	-116.5	Hadley ENSO SST
1863	-5.5	-115.5	Hadley ENSO SST
1864	-5.5	-114.5	Hadley ENSO SST
1865	-5.5	-113.5	Hadley ENSO SST
1866	-5.5	-112.5	Hadley ENSO SST
1867	-5.5	-111.5	Hadley ENSO SST
1868	-5.5	-110.5	Hadley ENSO SST
1869	-5.5	-109.5	Hadley ENSO SST
1870	-5.5	-108.5	Hadley ENSO SST
1871	-5.5	-107.5	Hadley ENSO SST
1872	-5.5	-106.5	Hadley ENSO SST
1873	-5.5	-105.5	Hadley ENSO SST
1874	-5.5	-104.5	Hadley ENSO SST
1875	-5.5	-103.5	Hadley ENSO SST
1876	-5.5	-102.5	Hadley ENSO SST
1877	-5.5	-101.5	Hadley ENSO SST
1878	-5.5	-100.5	Hadley ENSO SST
1879	-5.5	-99.5	Hadley ENSO SST
1880	-5.5	-98.5	Hadley ENSO SST
1881	-5.5	-97.5	Hadley ENSO SST
1882	-5.5	-96.5	Hadley ENSO SST
1883	-5.5	-95.5	Hadley ENSO SST
1884	-5.5	-94.5	Hadley ENSO SST
1885	-5.5	-93.5	Hadley ENSO SST
1886	-5.5	-92.5	Hadley ENSO SST
1887	-5.5	-91.5	Hadley ENSO SST
1888	-5.5	-90.5	Hadley ENSO SST
1889	-5.5	-89.5	Hadley ENSO SST
1890	-5.5	-88.5	Hadley ENSO SST
1891	-5.5	-87.5	Hadley ENSO SST
1892	-5.5	-86.5	Hadley ENSO SST
1893	-5.5	-85.5	Hadley ENSO SST
1894	-5.5	-84.5	Hadley ENSO SST
1895	-5.5	-83.5	Hadley ENSO SST
1896	-5.5	-82.5	Hadley ENSO SST
1897	-5.5	-81.5	Hadley ENSO SST
1898	-5.5	160.5	Hadley ENSO SST
1899	-5.5	161.5	Hadley ENSO SST
1900	-5.5	162.5	Hadley ENSO SST
1901	-5.5	163.5	Hadley ENSO SST
1902	-5.5	164.5	Hadley ENSO SST
1903	-5.5	165.5	Hadley ENSO SST
1904	-5.5	166.5	Hadley ENSO SST
1905	-5.5	167.5	Hadley ENSO SST
1906	-5.5	168.5	Hadley ENSO SST
1907	-5.5	169.5	Hadley ENSO SST
1908	-5.5	170.5	Hadley ENSO SST
1909	-5.5	171.5	Hadley ENSO SST
1910	-5.5	172.5	Hadley ENSO SST
1911	-5.5	173.5	Hadley ENSO SST
1912	-5.5	174.5	Hadley ENSO SST
1913	-5.5	175.5	Hadley ENSO SST
1914	-5.5	176.5	Hadley ENSO SST
1915	-5.5	177.5	Hadley ENSO SST
1916	-5.5	178.5	Hadley ENSO SST
1917	-5.5	179.5	Hadley ENSO SST
1918	-6.5	-179.5	Hadley ENSO SST
1919	-6.5	-178.5	Hadley ENSO SST
