"","Region","famine_id","start_year","duration","avg_PDSI","avg_PDSI_europe","avg_temp_summer","avg_temp_winter","avg_precip_summer","avg_precip_winter","avg_temp_summer_europe","avg_temp_winter_europe","avg_precip_summer_europe","avg_precip_winter_europe","avg_ongoing_wars","avg_Deaths","avg_Death_ratio","avg_JSL","avg_NAO_cal","n_first","max_nino_first_n","avg_nino_first_n","avg_nino34","avg_2y_nino","max_2y_nino"
"35","France",13,1693,3,-1.43454503048326,-0.253196151188792,-0.422723626017927,-0.926827733186198,3.91740922933726,3.38251270184442,-0.302297315758705,-0.245649798065612,2.75614087077761,4.3817306076043,2.33333333333333,82254.9019607843,36372.5490196078,-1.09876272433333,0.362890666666667,1,0.78497002,0.78497002,0.872863353333334,0.37075602,0.78497002
"36","France",14,1709,2,-0.454359268042071,0.100013896991847,-0.0885767789768444,-0.903098522367469,1.62768685728587,-13.8776091281982,-0.122315742776491,-0.497243324580625,3.57107171443081,2.49299979644392,7.5,127235.064935065,17040.4104823748,0.7125259095,-0.2982635,1,0.0965780200000002,0.0965780200000002,0.46531102,0.46531102,0.83404402
"37","France",15,1718,2,-3.3124685523261,-0.614420830791132,0.949959065843013,-0.167096283432506,-8.22246065623799,13.1801218483386,-0.0809932942684237,0.201698473345192,1.43363348107906,5.83020815016416,8.5,52701.1363636364,6160.89804292929,1.0961480195,-0.34332,1,0.38096202,0.38096202,0.49570502,0.49570502,0.61044802
"38","France",16,1740,2,-1.68378298769802,-0.484828983244396,-0.790500901793915,-0.814175424893576,-8.01675979007301,11.5371647960616,-0.7989505822258,-0.280707082073685,1.24092563912623,4.922363947987,4,46163.3333333333,11540.8333333333,-3.5020783005,-0.5299866,1,0.27354402,0.27354402,0.38476702,0.38476702,0.49599002
"39","France",17,1747,1,-0.187806233838141,0.181112784096447,-0.234426923727653,0.402831224129006,1.92417192557944,1.38233574884826,-0.240879938617209,0.0342320805131895,1.55926233067879,3.83891104855885,2,36696.6666666667,18348.3333333333,-0.161715567,0.743432,1,1.37862202,1.37862202,1.37862202,1.37862202,1.37862202
"40","France",18,1788,2,-0.712766460496449,-0.451735595578245,0.0429983238656305,-0.280473704341765,1.57584852365177,-1.51886712383366,0.0360114984068757,-0.44610613151774,2.57844399545463,2.73411725244296,3.5,62916.6666666667,21870.8333333333,0.2571305165,-0.5386085,1,0.57460602,0.57460602,0.43456002,0.43456002,0.57460602
"41","Great Britain",1,1557,3,-1.06515730301245,-0.00791139679360455,0.243904625274887,-0.248212247604813,1.18129957087289,4.78289004288633,-0.0111452953640796,-0.180478362815521,2.33426098147826,5.76925730692755,9.66666666666667,16442.4867724868,1743.74118165785,-1.85983545533333,-0.348366633333333,1,-0.26731398,-0.26731398,-0.298949313333333,-0.27953498,-0.26731398
"42","Great Britain",2,1585,3,0.625574378052474,0.189670571204024,-0.596074806941906,-0.485483509994295,7.64169966570525,2.12801698913057,-0.359777568117467,-0.394295782612858,3.80963637354891,4.4888496341539,6,5460.85858585859,844.539141414141,-2.022775496,-1.05953466666667,1,-0.0229819799999998,-0.0229819799999998,0.127173353333334,0.30587202,0.63472602
"43","Great Britain",3,1597,3,0.429803310173324,-0.049815312023677,-0.205017154720452,-0.369084903524174,3.26297270336853,7.94588055767544,-0.188100996804557,-0.371286149702963,2.88895155040275,6.10833984941525,13.3333333333333,20925.1025290499,1656.81762539767,-0.97606834,-0.28884,1,1.00678602,1.00678602,0.52248402,0.82298502,1.00678602
"44","Great Britain",4,1602,1,-1.92174736520821,0.0426864215262135,-0.0668823760224004,0.466964023541217,-1.87689622751011,5.70929000088312,-0.319700098180168,0.14724863835694,2.78864931027213,4.42523110707878,9,23716.7691957166,2635.19657730184,0.555353664,0.377236,1,0.0342100200000002,0.0342100200000002,0.0342100200000002,0.0342100200000002,0.0342100200000002
"45","Great Britain",5,1623,3,-0.85503626451066,-0.539482234501957,-0.0152724277871885,-0.121825759266939,3.69980867217846,4.80929711294714,-0.0672667675208505,-0.107130676432234,3.40398768947847,5.81186285736333,11,331123.325652842,30225.4536989627,-0.066363591,-0.151020266666667,1,-0.31428998,-0.31428998,-0.41073398,-0.41739098,-0.31428998
"46","Great Britain",6,1629,3,-0.221987694589972,-0.33113452563334,0.0403553140385982,0.352849764367683,0.924061821425297,4.26205673602672,-0.0443990523332947,0.0216001037283394,3.20745026512788,5.57802513675839,12.6666666666667,331909.992319508,26001.7610385007,0.059272387,0.19436591,1,0.54896602,0.54896602,0.36030202,0.45813202,0.54896602
"47","Great Britain",7,1647,3,0.618521071752952,-0.127129101093805,-0.127276460493483,-0.188216331344927,2.53959743814153,4.85329631381796,-0.140517101161725,-0.2086528111193,4.08119671371817,5.80987515724724,13.6666666666667,267197.77265745,18531.4241622575,0.003873694,0.431461366666667,1,0.55017002,0.55017002,0.0785006866666668,-0.43913798,0.55017002
"48","Great Britain",8,1697,3,-0.688959611211075,-0.274375190609238,-0.351634510473213,-0.941120873516481,-7.97323678172722,-2.39787579172861,-0.336445699660501,-0.494114691929983,2.29585550775482,3.98367652121437,3.66666666666667,48788.2352941177,12963.3986928105,-2.04327193533333,0.315344533333333,1,-0.39325798,-0.39325798,-0.0321999799999997,-0.13122998,0.13079802
"49","Great Britain",9,1727,4,0.373010296668476,0.280786653278718,0.178124280033051,-0.438032883771463,3.42555528943572,3.50361406122828,-0.0907404238766139,-0.147417477921157,2.85337557610096,3.52112838596916,1.25,0,0,-1.17783192325,-0.735098,2,0.50400802,-0.10514298,-0.12380648,-0.10514298,0.50400802
"50","Great Britain",10,1741,2,-3.32041306981731,-0.365242508499858,-0.419670027788966,0.00841351296683851,-9.33700354519717,3.43932690407337,-0.773359477301657,0.209828718765378,0.928132054594113,5.77889244830012,4,47830,11957.5,-3.2709021375,-0.3384491,1,0.49599002,0.49599002,-0.0727769799999997,-0.0727769799999997,0.49599002
"51","Ireland",1,1523,1,0.152570095315038,-0.228721578602063,-0.177604013153957,0.0105314140293895,7.4107157912556,12.801184314229,-0.263589104805506,-0.158003329638587,4.14479723574521,4.45847981737954,11,15733.3333333333,1430.30303030303,-0.514698591,-0.0623587,1,-0.13570398,-0.13570398,-0.13570398,-0.13570398,-0.13570398
"52","Ireland",2,1556,1,-2.36220689097273,-0.465901106575748,-0.0799706644134133,-0.153095471859236,5.64661402181296,13.425801655319,-0.0788964926427346,-0.0126089026888272,3.10267533708422,6.65313560633527,7,7170,1024.28571428571,2.026692122,0.274097,1,0.45812002,0.45812002,0.45812002,0.45812002,0.45812002
"53","Ireland",3,1586,4,1.17362636702479,0.254626807124575,-0.199752941005717,-0.364768546272087,4.31976534290996,7.90384931005421,-0.289446311382478,-0.387660537176151,3.15966673382639,4.77297653817998,7.5,10628.1100478469,1333.98402888534,-2.4730256845,-0.7817755,2,0.63472602,0.20225102,-0.11792048,0.20225102,0.63472602
"54","Ireland",4,1600,4,-0.293567709152004,0.0498913907381455,-0.156690853777515,-0.195935012858809,2.90492724849948,6.86857437906924,-0.313405208977653,-0.278997041098315,2.46691101970685,5.23276774173815,9.25,23054.2691957166,2513.91164147743,-2.20832659125,-0.45376425,2,-0.0285319799999998,-0.61444898,-0.31832698,-0.61444898,-0.0285319799999998
"55","Ireland",5,1641,12,0.0679760584212854,0.0321985666342817,-0.122993846661322,-0.129095633449418,4.67614825048906,7.44782655563025,-0.26460221060297,-0.0906816055324438,3.61868774556219,5.66086117089224,12.4166666666667,222955.689324117,17148.6865585594,-1.1733953225,0.575775741666667,6,0.55894202,-0.50574698,-0.186039313333333,-0.41814098,-0.14306798
"56","Ireland",6,1725,3,1.85317994989436,0.179947023417104,0.190413736461259,-0.363247638364905,9.02995231328322,2.91524829527027,0.0464043307533364,-0.0379918651627337,2.94371048510624,3.20813463952606,0.666666666666667,0,0,-1.88885205033333,0.1084524,1,-0.91547998,-0.91547998,-0.21935398,-0.58103498,-0.24658998
"57","Ireland",7,1740,2,-2.07202791697721,-0.484828983244396,-0.297474442690246,-0.71748610030719,-11.6352720171087,-1.95255487460752,-0.7989505822258,-0.280707082073685,1.24092563912623,4.922363947987,4,46163.3333333333,11540.8333333333,-3.5020783005,-0.5299866,1,0.27354402,0.27354402,0.38476702,0.38476702,0.49599002
"58","Ireland",8,1756,2,-0.0708639419720532,-0.342488892032692,-0.167130926235367,-0.135678433569376,8.74894944232975,4.04845029202061,0.124386504361394,0.103061718708035,3.66863494209898,3.63926617682261,2,123500,61750,1.78716744,0.19131225,1,0.0450940200000002,0.0450940200000002,-0.19694498,-0.19694498,0.0450940200000002
"59","Ireland",9,1782,3,-1.33110458373138,-0.167060183797063,-0.298094626359374,-0.357916087412273,4.95278424292148,-4.94125480223775,-0.289741987416885,-0.519405495555506,1.61074022826991,2.27734073095594,3.33333333333333,4722.22222222222,1729.16666666667,3.470571036,-0.3907953,1,-0.97855798,-0.97855798,0.31938202,0.35990802,1.69837402
"60","Italy",1,1502,4,-1.00584470838751,-0.448067866422442,-0.273229353116673,-0.142791679896019,8.59467489499355,16.6420427654718,-0.0601284724228946,-0.163592142887696,3.30236661904212,5.79535983238817,8.75,16633.3333333333,1651.88311688312,-1.1601578395,-0.4504285,2,0.14872002,0.0970580200000002,0.12352152,0.0970580200000002,0.14872002
"61","Italy",2,1518,3,-0.657695698100746,-0.258500050231144,-0.100177958424392,-0.172443742790318,3.29342491614946,10.2809705526974,-0.220349607996905,-0.102820887478405,2.97119405597782,5.5167824171074,7,2666.66666666667,409.259259259259,-0.557945085333333,0.244995666666667,1,0.24523402,0.24523402,0.317928686666667,0.21017602,0.24523402
"62","Italy",3,1527,3,0.0459931613069813,0.263289990469748,-0.337461398445562,0.0790743571974633,0.484475694959764,8.66337957792032,-0.242914787693581,-0.103175707124989,4.03008108012294,4.00433534576871,9.33333333333333,15074.4444444444,1623.66863075196,0.546217445333333,-0.1938853,1,0.67142602,0.67142602,0.190954686666667,0.30385802,0.67142602
"63","Italy",4,1533,2,-0.554840450632364,-0.149019250415801,-0.416498162949554,-0.11521489273267,7.45802065794488,17.2151721728711,-0.00930263892839326,-0.155877897638836,3.47975333444853,5.99308369894197,9,7633.33333333333,889.583333333333,0.048904479,-0.3341985,1,-0.43544398,-0.43544398,-0.11424098,-0.11424098,0.20696202
"64","Italy",5,1539,11,-0.412559745758231,-0.153319539214008,-0.389473028618264,-0.0943430807683177,4.37364190108018,11.8597470760759,-0.23012025035895,-0.168695619838828,3.17455717905836,4.77819840857484,4.81818181818182,12060.2272727273,2245.46085858586,-2.169451294,-0.178240527272727,5,1.24742802,0.32821842,0.0907612927272729,0.55659402,0.75675202
"65","Italy",6,1550,3,-0.607122601290858,0.0359575030221658,-0.060275235849098,-0.345612822819911,7.10463616352023,11.3798076009572,-0.0996917071201827,0.00689241189510121,3.78414856773834,5.10356738397514,7,16662.5,2380.35714285714,-1.17101525233333,-0.0458517,1,0.59871402,0.59871402,-0.0638379799999997,0.17862902,0.59871402
