"","Region","famine_id","start_year","duration","avg_PDSI","avg_PDSI_europe","avg_temp_summer","avg_temp_winter","avg_precip_summer","avg_precip_winter","avg_temp_summer_europe","avg_temp_winter_europe","avg_precip_summer_europe","avg_precip_winter_europe","avg_ongoing_wars","avg_Deaths","avg_Death_ratio","avg_JSL","avg_NAO_cal","n_first","max_nino_first_n","avg_nino_first_n","avg_nino34","avg_2y_nino","max_2y_nino"
"22","Central Europe",22,1787,4,-0.884237651508437,-0.359065165372025,-0.177120919541437,-0.412993648258793,1.12953832086572,-2.63200635287538,-0.238047344956376,-0.0953397153857753,3.07367440330493,2.16786895584482,3,55416.6666666667,20251.3888888889,0.7884639475,-0.38832555,2,0.57460602,0.54444702,0.13390052,0.54444702,0.57460602
"23","France",1,1515,1,1.15364706839141,-0.129119986909638,-0.767764555408694,0.434185326570311,8.5675595373859,10.6563611154388,-0.330992551835683,0.423423889169648,3.84837574731131,6.80096100189233,6,8275,1379.16666666667,-0.227701333,0.395779,1,0.0658040200000002,0.0658040200000002,0.0658040200000002,0.0658040200000002,0.0658040200000002
"24","France",2,1521,2,1.00205946184904,-0.0476925463032441,-0.0834222794927817,0.442720705742123,2.2601886092989,7.03330020609072,-0.186001559118111,-0.0582610603914654,2.87511720246742,5.30838357457802,11.5,43183.3333333333,3502.17948717949,0.6146971555,-0.0390895,1,-0.25172998,-0.25172998,-0.41177798,-0.41177798,-0.25172998
"25","France",3,1527,6,0.266807113456077,-0.048431939315561,-0.575287420956181,0.424558775600027,1.86700676755101,0.71225054427382,-0.233712513144288,0.122747135335104,3.47027118395222,5.46408764030308,8.5,13205.5555555556,1588.87135241302,0.0592486476666667,-0.398006816666667,3,0.67142602,0.190954686666667,0.10252902,0.30385802,0.67142602
"26","France",4,1545,1,0.100971420509684,-0.0842738626084859,0.452583250913889,0.10499700533701,4.35321745392176,17.4548573138999,-0.0291082811604813,0.0390065859467614,3.76737333902829,6.10258217282077,5,4125,825,-1.031382445,0.244261,1,0.68480402,0.68480402,0.68480402,0.68480402,0.68480402
"27","France",5,1562,1,3.38687870452286,0.532503192122451,0.110085055388511,1.21838122032819,-0.589412624293469,5.39858420775376,-0.185519791370005,0.31147680986478,1.90405891865445,8.04493887395094,10,17072.0057720058,1707.20057720058,2.105954239,-0.419434,1,-0.28018798,-0.28018798,-0.28018798,-0.28018798,-0.28018798
"28","France",6,1573,2,0.00789403313445847,0.0646763930643148,-0.783869911134887,-0.936698507645725,10.7693851242865,5.03401888925428,-0.196606390708088,-0.306528501536443,4.46396596047161,5.21302139811575,11,25621.9696969697,2306.875,-0.464085956,-0.31340645,1,-0.35403798,-0.35403798,-0.11117198,-0.11117198,0.13169402
"29","France",7,1585,3,0.538371990010334,0.189670571204024,-0.789533059175817,-0.664495509999816,7.23808822295948,-5.88375697577888,-0.359777568117467,-0.394295782612858,3.80963637354891,4.4888496341539,6,5460.85858585859,844.539141414141,-2.022775496,-1.05953466666667,1,-0.0229819799999998,-0.0229819799999998,0.127173353333334,0.30587202,0.63472602
"30","France",8,1593,6,0.476650653413941,0.0773494600170185,-0.641211025342222,-0.470251026283159,2.961965733432,7.33148551537974,-0.300992975483133,-0.153508790660185,3.40797059674392,5.73184147864208,15.1666666666667,20858.4358623832,1394.23361079768,-1.0673603465,-0.4338511,3,1.47202802,0.67056002,0.589062353333334,0.70601702,1.47202802
"31","France",9,1631,2,0.489851739713654,-0.370739082194914,-0.122924385653344,-0.243909622132768,-1.64711944912153,-1.06876024168812,-0.131360597256476,-0.115498324039752,2.31895374886481,4.95094734294325,11.5,277205.230414747,24143.448104315,-0.5328189155,-0.1664665,1,0.16464202,0.16464202,-0.00564297999999983,-0.00564297999999983,0.16464202
"32","France",10,1648,5,0.00608381928989685,-0.294879120060156,-0.34205062386369,-0.0615716498314038,8.37415008618252,11.3272994655948,-0.113586290294325,-0.0469149437122604,4.12823860568524,5.62024347848453,12,116941.665130568,8003.97213688343,0.2736816428,0.09396738,2,1.11377802,-0.15733398,0.0503680200000002,-0.15733398,1.11377802
"33","France",11,1661,2,-0.0522483364903676,-0.0509531963956787,0.224693728563027,0.931225427281849,-0.489104375772079,1.03866365425335,-0.0182485627262367,0.484426550779021,3.47281400001034,5.79661632982544,6,21836.1904761905,3765.93197278912,1.6485484295,0.3280405,1,1.38201602,1.38201602,0.49639602,0.49639602,1.38201602
"34","France",12,1676,1,-2.44833643031447,-0.68048329194126,0.493952340214796,0.00979316986569578,-3.04361371515609,-4.1142819825513,-0.125284131915277,-0.243126392458971,2.61560307602782,5.21350559837752,7,43857.1428571429,6265.30612244898,-3.095155196,0.316135,1,-0.86482798,-0.86482798,-0.86482798,-0.86482798,-0.86482798
