Year,Region,Famine,Deaths,ongoing_wars,started_wars,total_duration,Death_ratio,temp_winter,temp_summer,temp_winter_europe,temp_summer_europe,precip_winter,precip_summer,precip_winter_europe,precip_summer_europe,PDSI_europe,PDSI,nino34,nino3,nino4,nino12,NAO_cal,NAO_model,JSL,Century,Famine_before,Famine_after,Famine_after2,Famine2Y,Famine3Y,Famine1Y,Famine_dur,Famine_dur2,Famine_start,Famine_end
1501,France,0,29233.333333333332,10.0,4.0,28.0,2923.333333333333,-0.6535492838028566,0.11482890202063414,0.17418790849207832,-0.055762120148231065,0.0870112908168692,-1.2331555229600426,6.950089528211796,2.2341296365767267,-0.3106395567464289,-0.28373697803004827,-0.48515997999999977,-0.47998326666666646,-0.4374619333333334,-0.4283796938775495,-0.599483,-0.479673,-3.077853339,16,0,0,0,0,0,0,0.0,0.0,0,0
1501,Ireland,0,29233.333333333332,10.0,4.0,28.0,2923.333333333333,-0.12206200762413036,-0.0858736126415573,0.17418790849207832,-0.055762120148231065,14.055719685246295,5.811716862715266,6.950089528211796,2.2341296365767267,-0.3106395567464289,-1.4164433813965127,-0.48515997999999977,-0.47998326666666646,-0.4374619333333334,-0.4283796938775495,-0.599483,-0.479673,-3.077853339,16,0,0,0,0,0,0,0.0,0.0,0,0
1501,Italy,0,29233.333333333332,10.0,4.0,28.0,2923.333333333333,-0.658505353344712,0.3251854862574193,0.17418790849207832,-0.055762120148231065,11.832140942604635,-3.5531434512344444,6.950089528211796,2.2341296365767267,-0.3106395567464289,-1.2692119788449294,-0.48515997999999977,-0.47998326666666646,-0.4374619333333334,-0.4283796938775495,-0.599483,-0.479673,-3.077853339,16,0,1,1,0,0,0,0.0,0.0,0,0
1501,Low Countries,0,29233.333333333332,10.0,4.0,28.0,2923.333333333333,-0.5934934206905512,-0.019118828026991413,0.17418790849207832,-0.055762120148231065,-10.448974641805872,0.048909196981661185,6.950089528211796,2.2341296365767267,-0.3106395567464289,-0.022361623116654485,-0.48515997999999977,-0.47998326666666646,-0.4374619333333334,-0.4283796938775495,-0.599483,-0.479673,-3.077853339,16,0,0,0,0,0,0,0.0,0.0,0,0
1501,Nordic Countries,0,29233.333333333332,10.0,4.0,28.0,2923.333333333333,0.16115943550262016,-0.2195605654694594,0.17418790849207832,-0.055762120148231065,3.7687925778826776,3.07956664504442,6.950089528211796,2.2341296365767267,-0.3106395567464289,-0.6546367835986614,-0.48515997999999977,-0.47998326666666646,-0.4374619333333334,-0.4283796938775495,-0.599483,-0.479673,-3.077853339,16,0,0,1,0,0,0,0.0,0.0,0,0
1501,Russia/Ukraine,0,29233.333333333332,10.0,4.0,28.0,2923.333333333333,-0.5498412058362108,-0.3286779663212194,0.17418790849207832,-0.055762120148231065,2.9930391512409176,7.195937042435237,6.950089528211796,2.2341296365767267,-0.3106395567464289,-0.058224582386807895,-0.48515997999999977,-0.47998326666666646,-0.4374619333333334,-0.4283796938775495,-0.599483,-0.479673,-3.077853339,16,0,0,0,0,0,0,0.0,0.0,0,0
1501,Spain,0,29233.333333333332,10.0,4.0,28.0,2923.333333333333,-0.42950961760852036,0.06139269433169051,0.17418790849207832,-0.055762120148231065,12.870779776644579,2.338236728114787,6.950089528211796,2.2341296365767267,-0.3106395567464289,-0.5508426630238046,-0.48515997999999977,-0.47998326666666646,-0.4374619333333334,-0.4283796938775495,-0.599483,-0.479673,-3.077853339,16,0,0,0,0,0,0,0.0,0.0,0,0
1502,Central Europe,0,32066.666666666664,11.0,2.0,4.0,2915.151515151515,-1.047584775679045,-0.2855900272725074,-0.243014581350049,-0.005292222817839968,3.212796733295411,1.4981666996377048,5.003024118479577,1.9735186730346514,-0.568244557033209,-1.517801784132076,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,0,0,0,0,0,0.0,0.0,0,0
1502,Great Britain,0,32066.666666666664,11.0,2.0,4.0,2915.151515151515,-0.6680817395734246,0.09626693550649554,-0.243014581350049,-0.005292222817839968,1.5043970542386744,0.40532139726428595,5.003024118479577,1.9735186730346514,-0.568244557033209,-2.0410002693632063,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,0,0,0,0,0,0.0,0.0,0,0
1502,France,0,32066.666666666664,11.0,2.0,4.0,2915.151515151515,-0.6256494233217452,-0.009339909746399228,-0.243014581350049,-0.005292222817839968,6.3467633767363445,-3.93960099670722,5.003024118479577,1.9735186730346514,-0.568244557033209,-1.7789142104017341,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,0,0,0,0,0,0.0,0.0,0,0
1502,Ireland,0,32066.666666666664,11.0,2.0,4.0,2915.151515151515,-0.39786511667244595,0.09192703827076582,-0.243014581350049,-0.005292222817839968,8.595489095700543,4.171829706220214,5.003024118479577,1.9735186730346514,-0.568244557033209,-2.3383590538047097,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,0,0,0,0,0,0.0,0.0,0,0
1502,Italy,1,32066.666666666664,11.0,2.0,4.0,2915.151515151515,0.04374700413895889,-0.4517423676140251,-0.243014581350049,-0.005292222817839968,15.239242850006935,1.5505891525342057,5.003024118479577,1.9735186730346514,-0.568244557033209,-0.5124075342361075,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,1,1,1,1,0,4.0,4.0,1,5
1502,Low Countries,0,32066.666666666664,11.0,2.0,4.0,2915.151515151515,-0.7117289722053391,0.015435177014064771,-0.243014581350049,-0.005292222817839968,-7.398533177152954,-6.673030728692308,5.003024118479577,1.9735186730346514,-0.568244557033209,-2.19362460151257,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,0,0,0,0,0,0.0,0.0,0,0
1502,Nordic Countries,0,32066.666666666664,11.0,2.0,4.0,2915.151515151515,-0.26638646388259585,0.2312567428598179,-0.243014581350049,-0.005292222817839968,4.57658588210651,1.2573757816570428,5.003024118479577,1.9735186730346514,-0.568244557033209,-0.5340399261725849,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,1,0,0,0,0,0.0,0.0,0,0
1502,Russia/Ukraine,0,32066.666666666664,11.0,2.0,4.0,2915.151515151515,0.08825140917508928,-0.21775577660948295,-0.243014581350049,-0.005292222817839968,7.196727329454557,6.6319430090323275,5.003024118479577,1.9735186730346514,-0.568244557033209,0.038236948368696136,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,0,0,0,0,0,0.0,0.0,0,0
1502,Spain,0,32066.666666666664,11.0,2.0,4.0,2915.151515151515,-0.19422496393292266,-0.16157621931056013,-0.243014581350049,-0.005292222817839968,15.351966175135827,3.3613002746287113,5.003024118479577,1.9735186730346514,-0.568244557033209,0.3550111709498521,0.14872002000000026,0.12936673333333348,0.12036806666666663,0.05569173469387874,-0.213222,0.0599184,0.244743395,16,0,0,0,0,0,0,0.0,0.0,0,0
1503,Central Europe,0,28733.333333333332,10.0,2.0,9.0,2873.333333333333,-1.268604818007256,0.8166536081104219,-0.4094941989715321,-0.03872800417267792,-0.0806293291171708,0.02399588862321922,3.93259537978417,3.4738911269439883,-0.7653093317908263,-3.4657678540493277,0.045396020000000224,0.06338340000000012,0.019038066666666537,0.06606928571428701,-0.58143,-0.0461077,-2.057649767,16,0,0,0,0,0,0,0.0,0.0,0,0
