Year,temp_winter,Location,temp_summer,temp_winter_europe,temp_summer_europe,loc_id,lon,lat,PDSI,PDSI_europe,PDSI_southern,precip_winter,precip_summer,precip_winter_europe,precip_summer_europe,enso1,ensovar,enso2,nino3,nino34,nino4,nino12,JSL,NAO_cal,NAO_model,price,Deaths,ongoing_wars,started_wars,total_duration,Death_ratio,logprice,teleco_PDSI_05,teleco_PDSI_01,teleco_PDSI_10,teleco_precip_summer_05,teleco_precip_summer_01,teleco_precip_summer_10,teleco_precip_winter_05,teleco_precip_winter_01,teleco_precip_winter_10,teleco_temp_winter_05,teleco_temp_winter_01,teleco_temp_winter_10,teleco_temp_summer_05,teleco_temp_summer_01,teleco_temp_summer_10
1518,-0.3439570937456701,Albi,0.4585144204789589,-0.061653915489935436,-0.17704815723394515,0,2.147899,43.9277552,-0.7487800153030675,-0.8445149280748433,0.9173190534918533,6.800750632302911,-2.1739348993660217,4.714456680570253,2.0086631058877797,-0.561,1.069,-0.321,0.23125006666666686,0.24523402000000022,0.18870473333333337,0.13419173469387896,-0.091068481,-0.136131,0.254382,18.1774038462,2200.0,4.0,2.0,4.0,550.0,2.900179275812777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1519,0.20937054041966704,Albi,-0.5110271517333608,-0.3511820156518492,-0.32729403774644045,0,2.147899,43.9277552,0.83377207152362,-0.5188662823182252,0.40105831964051675,8.933931362508229,12.146938211833143,5.413362567921756,4.666839116547854,1.886,1.068,-0.198,0.19687006666666687,0.17511802000000026,0.1408114,0.20232438775510345,0.277732678,0.443957,0.297566,14.7150412088,3400.0,9.0,6.0,17.0,377.77777777777777,2.6888701821436283,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1520,0.6491322654087148,Albi,0.6289540021897849,0.10437326870657092,-0.15670662901032784,0,2.147899,43.9277552,0.4683062297752443,-0.20567585599468818,0.3161458940459108,8.710673603499705,2.809422781941791,6.422528002830183,2.238079945497837,0.257,1.215,0.646,0.5186450666666667,0.5334340200000002,0.5085314000000001,0.48767132653061374,-1.860499453,0.427161,0.980838,19.9085851648,2400.0,8.0,2.0,8.0,300.0,2.9911510540141983,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1521,0.6003389699563892,Albi,0.2793853554744318,0.1226198614022359,-0.1123996011672139,0,2.147899,43.9277552,2.157098386877622,0.5889048226754061,-1.3959180572088625,7.454776504271313,7.910077607689255,4.383437327752336,2.6811066967481225,0.654,1.155,-0.445,-0.23443159999999982,-0.25172997999999985,-0.21420526666666678,-0.14855316326530477,0.596623356,0.288109,0.505441,62.3225274725,15633.333333333332,10.0,4.0,13.0,1563.3333333333333,4.13232295710243,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1522,0.012694032641581143,Albi,-0.3447411559966304,-0.23914198218516644,-0.2596035170690086,0,2.147899,43.9277552,0.9323628567394608,-0.322694722026859,-0.10781246309037777,13.810802598064317,-0.36193478388378436,6.233329821403715,3.0691277081867177,-2.002,1.229,-0.832,-0.5741515999999997,-0.5718259799999997,-0.5061919333333335,-0.5254103061224475,0.632770955,-0.366288,0.881716,42.4139423077,70733.33333333333,13.0,5.0,11.0,5441.025641025641,3.747477136197623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1523,-0.04178209416687856,Albi,-0.6926768796769258,-0.15800332963858688,-0.263589104805506,0,2.147899,43.9277552,-0.34676758937985414,-0.13469300170053314,-0.15319076377373808,8.14681639180429,10.61626378581618,4.458479817379543,4.144797235745217,0.138,1.228,-0.649,-0.14822326666666646,-0.13570397999999978,-0.14785193333333344,-0.20465520408163126,-0.514698591,-0.0623587,0.583854,37.5091848672648,15733.333333333332,11.0,1.0,2.0,1430.3030303030303,3.624585832779688,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1524,-0.07046192493341152,Albi,1.2863999194000049,0.010171540950824103,-0.4020289341686738,0,2.147899,43.9277552,0.4632067064020111,0.4750754740501036,-1.1367759719145272,1.643530536937274,-13.298910446536135,5.54210319718967,0.888697183254536,-0.162,1.222,-1.357,0.012816733333333427,-0.0010799799999999067,-0.0328752666666668,-0.007542959183672127,2.45276074,-0.15987,0.531597,42.4139423077,84533.33333333333,6.0,1.0,2.0,14088.888888888889,3.747477136197623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1525,-0.168625222782984,Albi,0.28618920145383975,-0.06545798046345959,-0.21987517665155043,0,2.147899,43.9277552,-2.8217362665223424,-0.012962798021566977,0.38233469142782517,16.43663884321483,4.355579194658274,5.412851335535046,3.9493233996448915,-0.179,1.081,-0.914,0.2632684000000001,0.2633680200000002,0.23672473333333338,0.24240602040816472,-1.242001811,0.118286,0.966186,13.8494505495,84533.33333333333,5.0,2.0,4.0,16906.666666666664,2.6282455603301664,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1526,-0.07228276371456734,Albi,-0.05980904608565277,-0.1360535362054869,-0.17904237147590743,0,2.147899,43.9277552,0.628091295469883,0.6194041864494285,-1.1251334278375615,-4.208798838453729,-0.3974464086431454,2.608956358443649,2.7864606779498677,1.951,1.368,1.288,1.3827784,1.4262300200000002,1.3213247333333333,1.2341815306122461,0.482735407,0.840192,1.56755,12.9838598901,21650.0,9.0,7.0,19.0,2405.5555555555557,2.5637070391882633,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1527,0.9938215825788355,Albi,-2.0783805511097184,-0.11798285790121293,-0.34671180152856973,0,2.147899,43.9277552,1.1099962542404156,0.43122404258220765,-1.1196791146835559,-0.7542606579788194,13.52976735461889,4.181134792920624,4.569164703405351,0.322,1.343,-0.151,0.6900117333333335,0.6714260200000003,0.6560380666666666,0.7534162244897974,-2.192696836,0.0183651,-0.0171766,30.2956730769,16296.666666666668,11.0,5.0,25.0,1481.5151515151517,3.4110048995754667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1528,-0.8429965168486455,Albi,-0.6101948268465602,-0.2365661397789671,-0.25680149000434777,0,2.147899,43.9277552,1.445714876311598,0.5198180460813486,-1.2479873899703366,8.984392135038842,5.8146320848915884,4.553679836420815,4.745008921006147,-1.712,1.659,-2.119,-0.07185493333333322,-0.06370997999999985,0.023418066666666598,0.024650918367348437,2.739610504,-0.482475,0.199686,31.1612637363,16296.666666666668,9.0,0.0,0.0,1810.7407407407409,3.4391757765440887,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1529,0.35194675288148913,Albi,-0.5641749086125075,0.045021876305213676,-0.12523107154782517,0,2.147899,43.9277552,2.268437980526546,0.5916916329851186,0.0019472858618366266,1.1196224796478509,-8.032256397641302,3.2781914079647048,2.7760696159573346,-0.503,1.653,-0.553,-0.06406493333333317,-0.03485197999999979,-0.00010526666666670791,-0.08263479591836595,1.091738668,-0.117546,-0.219368,52.8010302198,12630.0,8.0,3.0,7.0,1578.75,3.9665307022605005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1530,1.0793232470533956,Albi,0.1188275500670315,0.46355034413107365,-0.24033919458377404,0,2.147899,43.9277552,0.8482207210811139,-0.04479796887136633,-0.3408945588794987,6.022203130923781,1.5318547305663843,7.2162794122565055,2.187123802906277,1.485,1.575,0.431,0.5065234000000002,0.5253320200000001,0.4783080666666667,0.41500806122449135,2.337307871,-0.471792,-0.991856,36.3548076923,13230.0,6.0,1.0,2.0,2205.0,3.5933264563699714,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1531,0.18113133967846717,Albi,-0.323876028326446,0.2945872418634075,-0.27701806862495965,0,2.147899,43.9277552,-0.4691561503374498,-0.6105544859889357,0.13100719121515797,11.131613383739186,-2.1912597979717483,6.3676343648301375,3.4549980994435727,0.389,1.587,0.201,0.09781840000000011,0.07342802000000022,0.07391140000000003,0.14521214285714434,-0.662463483,-0.158193,-0.0933321,73.575206044,10680.0,8.0,4.0,11.0,1335.0,4.298308094577728,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1532,-0.3439894930122387,Albi,-0.3101581788612969,0.2878723473911069,-0.15617345257625267,0,2.147899,43.9277552,-2.872731500254674,-0.8028301134725212,0.5990904252429601,16.951003352353585,3.1121307294705836,7.187606027425663,3.0892619609946546,-1.878,2.025,-1.039,-0.5450465999999998,-0.5564499799999998,-0.48520526666666663,-0.4510633673469372,-2.958004838,-1.1764,-0.518038,57.9945741758,10100.0,9.0,4.0,8.0,1122.2222222222222,4.060349457477364,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1533,0.07772584049809372,Albi,-0.44502336587978997,0.18223345108916222,-0.08592317134738577,0,2.147899,43.9277552,0.47510559427288845,-0.12152278239126234,-0.563358912295284,20.392865522476693,5.600534950802048,7.782098897276562,4.097962205529218,-0.183,1.699,-0.831,-0.4486832666666665,-0.4354439799999999,-0.40739860000000006,-0.45912459183673326,-0.18004547,-0.108316,-0.393698,28.5644917582,10100.0,8.0,2.0,5.0,1262.5,3.352164399551833,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1534,-1.7417975304350637,Albi,0.376155484861554,-0.4939892463668349,0.06731789349059905,0,2.147899,43.9277552,-2.98747077615242,0.03231476492759545,-0.5521882420787414,11.285921935595624,13.513746897767104,4.2040685006073835,2.8615444633678395,0.028,1.772,0.089,0.1981167333333335,0.20696202000000027,0.1544647333333334,0.11148765306122597,0.277854428,-0.560081,-0.0299837,26.8333104396,5166.666666666667,10.0,6.0,14.0,516.6666666666667,3.2896440425734355,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1535,-0.5564314839026099,Albi,-0.6737492281475442,-0.2778234158023223,-0.21629032188925826,0,2.147899,43.9277552,-0.5099523373233149,0.2574831991653731,0.4445413723055276,5.388627862293449,4.065355045035576,4.712070679282573,3.7991249841624914,-0.198,1.765,-1.222,-0.1289015999999998,-0.16037197999999978,-0.1666252666666667,-0.08234908163265149,1.443935708,0.046025,0.702188,29.4300824176,3066.6666666666665,10.0,3.0,4.0,306.66666666666663,3.3820173627035737,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1536,-0.6391468114522696,Albi,0.042669834070858476,-0.6027876801123192,-0.30432298297801696,0,2.147899,43.9277552,-0.9340626978638719,-0.15214909010074748,0.41790122366897137,7.442415842463249,20.19616023598927,2.1602562759380555,3.5103836105326516,1.769,1.582,-0.4,-0.5004949333333332,-0.5106979799999998,-0.46241526666666666,-0.4346756122448966,0.435934728,0.750011,0.95194,42.4139423077,40066.666666666664,9.0,2.0,4.0,4451.851851851851,3.747477136197623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1537,1.342262734817601,Albi,-0.3607399138282097,0.25812295809313085,-0.18505397421880596,0,2.147899,43.9277552,0.9238636511174055,-0.005990746198381827,0.36683630460967476,21.27783765128191,8.21513878115654,9.151731768660635,4.086188846520279,0.778,1.544,0.046,0.4428267333333336,0.4804360200000003,0.4272047333333334,0.3227427551020422,-1.518119819,0.0300539,-0.110392,36.8410120183687,54900.0,6.0,2.0,5.0,9150.0,3.6066116816495533,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1538,0.8674190839880632,Albi,-0.6825812682141471,0.06884875380671718,-0.03738611003634712,0,2.147899,43.9277552,-0.5184515429453702,-0.3257622551230549,-0.27082700221356815,0.5203020717194335,18.051473163225136,2.6634620494718773,3.89575436934879,-2.376,1.618,-1.499,-0.7880615999999999,-0.8487679799999999,-0.8020019333333335,-0.64107357142857,-3.601601883,-0.522021,-0.0927806,38.085989011,23000.0,4.0,1.0,1.0,5750.0,3.6398464720053645,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1539,0.19746704988236002,Albi,-0.4500517320512381,-0.0320526457597663,-0.167279149860234,0,2.147899,43.9277552,-0.4428086129090785,0.19254615746822318,-0.33772690265410266,-8.094729822337069,11.716918801388022,1.2944993018338458,4.7275821154793745,1.02,1.454,0.191,0.6957150666666668,0.7567520200000002,0.7084680666666666,0.5330794897959198,-4.449375523,-0.30747,0.228095,53.6666208791,1500.0,2.0,1.0,2.0,750.0,3.9827912231315175,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1540,0.9498233785786642,Albi,1.7719677274637529,0.19108440160682397,0.10837105809425508,0,2.147899,43.9277552,-2.1868456065548156,-0.6090592577612677,0.8835919619159518,-2.452637814970892,3.940331235582775,4.582424241771448,-0.043516424358546975,1.549,1.278,0.231,0.3823684000000001,0.3564360200000002,0.2997313999999999,0.3934366326530627,-4.112306683,0.49769,0.889875,31.1612637363,1500.0,5.0,4.0,42.0,300.0,3.4391757765440887,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1541,-0.9032137936930628,Albi,-0.49706954769560396,-0.4017132414607776,-0.15037590772402093,0,2.147899,43.9277552,-1.0904480813096884,0.18686442341745138,-0.595873356921416,5.160954222566098,6.231962282893096,4.00596331720634,3.092968357771092,0.471,1.332,0.012,0.002093400000000152,-0.0028119799999997996,0.03985139999999997,0.06407948979591983,-1.954337861,-0.0173278,0.367143,30.2956730769,5000.0,4.0,1.0,4.0,1250.0,3.4110048995754667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1542,-0.11334559416362275,Albi,-1.0128788311744914,0.0803977979946485,-0.51920025366794,0,2.147899,43.9277552,3.5756158051986433,0.3176349101106851,-0.3641122113712516,10.698093229043636,-0.19580485377057003,7.067778406860696,3.1153827869059594,-2.922,1.473,-0.513,-0.7084649333333332,-0.7167119799999998,-0.6421286000000002,-0.6196449999999986,-4.607169341,-0.792067,0.588939,35.489217033,31966.666666666668,7.0,4.0,7.0,4566.666666666667,3.569228904792052,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1543,-0.6139401820618914,Albi,-0.3304984384130698,-0.4352016150121081,-0.3521638129453797,0,2.147899,43.9277552,-0.2787739444034122,-0.44687327281564765,-0.7153823797920688,17.36488680328586,-0.39804569601455997,5.713515750597881,3.529971215003582,0.643,1.263,0.755,1.1748717333333336,1.2474280200000003,1.1373847333333333,0.9294774489795936,-1.259613945,-0.107773,0.0106835,41.5483516484,30666.666666666668,5.0,0.0,0.0,6133.333333333334,3.7268578489958695,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1544,-0.520597895077728,Albi,-1.6701886714651235,-0.4344940998833647,-0.5725056611562434,0,2.147899,43.9277552,-0.25327632753724644,-0.28878488052407614,-1.1058283513797222,14.09660748823379,20.45066828485242,6.1356946175620966,4.33195536620798,0.048,1.135,-1.028,-0.009103266666666485,-0.07641997999999976,-0.08675526666666662,0.1149978571428587,0.866658107,-0.585677,0.111008,58.8601648352,34791.66666666667,6.0,2.0,7.0,5798.611111111112,4.075164543263519,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1545,0.11949497495834485,Albi,0.5302075175419776,0.03900658594676131,-0.029108281160481277,0,2.147899,43.9277552,-0.017848331806316023,0.11857170001388963,-1.2651568210710327,8.670053707746712,10.341718215179595,6.1025821728207585,3.7673733390282957,0.005,1.081,0.524,0.6384850666666669,0.6848040200000002,0.6935147333333332,0.5835590816326546,-1.031382445,0.244261,2.15176,45.8763049451,4125.0,5.0,1.0,1.0,825.0,3.8259487516399187,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1546,0.1376709635033347,Albi,0.33657006096802716,-0.6222622709383752,-0.30912973479034145,0,2.147899,43.9277552,-2.248889807595819,-0.26100696408765306,0.3431323933564222,9.293581871662886,3.762804646640342,3.8897296917269615,2.2036731442128166,0.638,0.971,-1.283,-0.7422682666666666,-0.7790639799999997,-0.7101052666666666,-0.5939103061224477,-1.808056936,0.153583,1.02079,35.489217033,8125.0,4.0,1.0,2.0,2031.25,3.569228904792052,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1547,0.094703056180045,Albi,-0.6898970226053391,0.10552076735539317,-0.1383534035332591,0,2.147899,43.9277552,-0.5227011457563978,-0.06825724006549233,0.23643463678479,2.7651932716077887,13.871420597022775,5.589269383350563,3.0161289094267683,-0.768,0.709,-0.387,0.05320173333333347,0.09601402000000013,0.10709473333333326,-0.035757244897957736,-1.195537448,-0.54261,0.299431,32.8924450549,7887.5,5.0,2.0,5.0,1577.5,3.493242997811831,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1548,-0.81171826490331,Albi,-0.8909798306367558,-0.22324543885505393,-0.2016216494022267,0,2.147899,43.9277552,-0.989307534407231,-0.5273592419762294,-0.6067161616398392,-1.8248749706102314,11.850652237286939,3.379274994318178,3.844375322878637,-0.948,0.853,-0.684,-0.21017493333333317,-0.2370919799999998,-0.2561186000000001,-0.19318581632652918,-2.405657378,-0.342524,0.280105,34.6236263736,3412.5,4.0,2.0,4.0,853.125,3.5445362921999894,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1549,-0.42038048372770576,Albi,-0.9472314372531754,-0.12269205922128994,-0.19995595780257808,0,2.147899,43.9277552,-0.8558700061409635,-0.3962103041078284,-1.3259682957506922,6.792479490498568,11.06334993453142,4.799450616274472,3.3342348370859702,0.963,0.644,-1.364,-0.31914993333333325,-0.3309599799999999,-0.3055019333333334,-0.2857980612244884,-1.907184781,-0.160731,0.112739,40.002295446244,3687.5,6.0,3.0,5.0,614.5833333333334,3.6889368386235137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1550,-0.16401804707692774,Albi,-0.3162686805361366,-0.1994911984913118,-0.24297203688453714,0,2.147899,43.9277552,1.7372376291480929,0.3019128901573048,-0.20877060232102182,14.378808395046248,18.448364708597275,5.454738272851901,3.981486502545426,0.847,0.584,0.01,0.5679817333333336,0.5987140200000003,0.5365614000000001,0.45856928571428723,-2.141803587,0.542368,0.500753,43.1289604021834,5020.833333333333,7.0,2.0,5.0,717.2619047619047,3.7641947065478587,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1551,-0.9128363758639396,Albi,0.104442275710569,-0.07048639959442356,-0.05198062325112853,0,2.147899,43.9277552,-0.3408181454444155,-0.17298732371764755,-0.5925193848590532,6.01410618164836,0.7175099136638627,3.949330992731048,2.89188032470336,-0.337,0.545,0.051,-0.2039882666666665,-0.2414559799999998,-0.23012859999999993,-0.1162878571428558,0.066745428,0.0304779,-0.324878,42.4201480785084,22333.333333333332,7.0,4.0,20.0,3190.4761904761904,3.7476234399015045,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1552,0.35103957341756814,Albi,0.004587736146115073,0.2906548337710383,-0.0041224612248827765,0,2.147899,43.9277552,-0.40456218760982987,-0.0606638083543835,-0.371977143608556,6.345535498904633,12.758229100315905,5.906632886342468,4.479078875966221,-1.308,0.535,-0.602,-0.5477315999999998,-0.5487719799999997,-0.48045526666666677,-0.4849817346938762,-1.437987598,-0.710401,-1.36634,33.6197004765792,22633.333333333332,7.0,2.0,3.0,3233.333333333333,3.515112218856286,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1553,-0.46413245330195574,Albi,-0.72193341738838,-0.11758206901894322,-0.22687167854667054,0,2.147899,43.9277552,2.605856443722139,0.18804564304174443,0.5845536527020669,6.628414154809509,9.123542307868023,4.913674235892751,3.67113227983292,0.789,0.416,-0.544,0.14168506666666686,0.16902002000000024,0.13516806666666673,0.049855000000001454,-2.197206251,-0.202003,-0.674087,32.0268543956,21000.0,6.0,2.0,4.0,3500.0,3.466574750730902,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1554,-0.20426441600845424,Albi,0.6192212625125748,-0.41669335314479605,-0.02906071690743489,0,2.147899,43.9277552,-0.37736472961925305,0.09946517776795334,0.8237930555606623,11.60637912574277,-1.1697868620888434,5.253889490865383,1.473095405302562,0.214,0.451,-0.404,0.06345840000000015,0.04233802000000022,0.012811399999999983,0.06530397959183822,-2.756035313,-0.144866,-0.991299,44.1451236264,24120.0,8.0,4.0,14.0,3015.0,3.787482470811738,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1555,-0.029198219031630696,Albi,-0.9900632676568768,0.20870620063672754,-0.18597342559768468,0,2.147899,43.9277552,1.72448882071501,0.3723666456257394,0.6897365783759702,17.69845848842658,13.858332756489448,6.969518217904952,5.326477026248683,0.367,0.547,0.401,0.7995400666666667,0.8239180200000001,0.7698313999999998,0.7164570408163281,0.01422284,0.0367793,-0.592899,45.0107142857,23120.0,8.0,1.0,1.0,2890.0,3.806900556667925,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1556,-0.5521612605688673,Albi,0.7770316101149569,-0.012608902688827205,-0.07889649264273453,0,2.147899,43.9277552,-1.5893514513243316,-0.49488120431027266,0.10973525885704723,17.64076372041325,13.153835975787242,6.653135606335263,3.10267533708422,0.347,0.548,-0.077,0.46527340000000017,0.4581200200000002,0.43950139999999993,0.49273255102040964,2.026692122,0.274097,-0.279891,75.3063873626,7170.0,7.0,2.0,6.0,1024.2857142857142,4.321564956740902,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1557,-0.5387609239160904,Albi,-0.5786703404753033,-0.5207230707481141,-0.21781493058964235,0,2.147899,43.9277552,0.09349126184260774,-0.22945373993899046,-0.5592414397597509,9.171846321608424,17.033268276903346,4.459439269226387,3.3661385324142783,0.493,0.618,-0.415,-0.2617515999999998,-0.2673139799999999,-0.19862860000000016,-0.1704307142857129,-3.38786428,-0.0874869,-0.202042,74.4407967033,17036.666666666664,9.0,3.0,6.0,1892.9629629629626,4.3100041343403666,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1558,-0.42520797444642855,Albi,-0.19435024043845978,-0.025691810293717046,0.2569087445615844,0,2.147899,43.9277552,1.2374843385712442,0.08332522170588476,0.23357103574100585,2.29238569389485,9.205931494760613,5.135801664854961,2.6359100206295043,-0.438,0.613,-0.295,-0.30814159999999985,-0.29175597999999986,-0.2510686000000001,-0.3065225510204066,-2.863641771,-0.226926,-0.0699885,44.1451236264,15536.666666666666,8.0,2.0,8.0,1942.0833333333333,3.787482470811738,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
