Year,TypeLocation,Catch,type,location,logcatch,nino3,nino34,nino4,nino12,JSL,NAO_cal,NAO_model,Deaths,ongoing_wars,started_wars,total_duration,Death_ratio
1547,Herring_Flemish,17401.0,Herring,Flemish,9.76434042112597,0.05320173333333347,0.09601402000000013,0.10709473333333326,-0.035757244897957736,-1.195537448,-0.54261,0.299431,7887.5,5.0,2.0,5.0,1577.5
1548,Herring_Flemish,22841.0,Herring,Flemish,10.036356225610552,-0.21017493333333317,-0.2370919799999998,-0.2561186000000001,-0.19318581632652918,-2.405657378,-0.342524,0.280105,3412.5,4.0,2.0,4.0,853.125
1549,Herring_Flemish,14695.0,Herring,Flemish,9.595330626894961,-0.31914993333333325,-0.3309599799999999,-0.3055019333333334,-0.2857980612244884,-1.907184781,-0.160731,0.112739,3687.5,6.0,3.0,5.0,614.5833333333334
1550,Herring_Flemish,18185.0,Herring,Flemish,9.808407346285858,0.5679817333333336,0.5987140200000003,0.5365614000000001,0.45856928571428723,-2.141803587,0.542368,0.500753,5020.833333333333,7.0,2.0,5.0,717.2619047619047
1551,Herring_Flemish,18054.0,Herring,Flemish,9.801177933711559,-0.2039882666666665,-0.2414559799999998,-0.23012859999999993,-0.1162878571428558,0.066745428,0.0304779,-0.324878,22333.333333333332,7.0,4.0,20.0,3190.4761904761904
1552,Herring_Flemish,12149.0,Herring,Flemish,9.405084448768694,-0.5477315999999998,-0.5487719799999997,-0.48045526666666677,-0.4849817346938762,-1.437987598,-0.710401,-1.36634,22633.333333333332,7.0,2.0,3.0,3233.333333333333
1553,Herring_Flemish,11951.0,Herring,Flemish,9.388653907372598,0.14168506666666686,0.16902002000000024,0.13516806666666673,0.049855000000001454,-2.197206251,-0.202003,-0.674087,21000.0,6.0,2.0,4.0,3500.0
1554,Herring_Flemish,15912.0,Herring,Flemish,9.674891664210184,0.06345840000000015,0.04233802000000022,0.012811399999999983,0.06530397959183822,-2.756035313,-0.144866,-0.991299,24120.0,8.0,4.0,14.0,3015.0
1555,Herring_Flemish,15562.0,Herring,Flemish,9.65265158120501,0.7995400666666667,0.8239180200000001,0.7698313999999998,0.7164570408163281,0.01422284,0.0367793,-0.592899,23120.0,8.0,1.0,1.0,2890.0
1556,Herring_Flemish,16723.0,Herring,Flemish,9.724600092476456,0.46527340000000017,0.4581200200000002,0.43950139999999993,0.49273255102040964,2.026692122,0.274097,-0.279891,7170.0,7.0,2.0,6.0,1024.2857142857142
1557,Herring_Flemish,14832.0,Herring,Flemish,9.604609707323613,-0.2617515999999998,-0.2673139799999999,-0.19862860000000016,-0.1704307142857129,-3.38786428,-0.0874869,-0.202042,17036.666666666664,9.0,3.0,6.0,1892.9629629629626
1558,Herring_Flemish,6753.0,Herring,Flemish,8.817890200945513,-0.30814159999999985,-0.29175597999999986,-0.2510686000000001,-0.3065225510204066,-2.863641771,-0.226926,-0.0699885,15536.666666666666,8.0,2.0,8.0,1942.0833333333333
1559,Herring_Flemish,12940.0,Herring,Flemish,9.46815584482167,-0.3306982666666664,-0.3377779799999998,-0.3315119333333334,-0.33504295918367216,0.671999685,-0.730687,-0.0742834,16754.126984126986,12.0,5.0,20.0,1396.1772486772488
1560,Herring_Flemish,12914.0,Herring,Flemish,9.46614470552994,-0.36287826666666645,-0.3780399799999997,-0.3697552666666667,-0.3485123469387742,0.640080799,-0.384954,-0.224802,8817.460317460316,9.0,2.0,3.0,979.7178130511462
1561,Herring_Flemish,18365.0,Herring,Flemish,9.818256408173468,-0.7886782666666664,-0.8146039799999999,-0.7741952666666666,-0.7195225510204066,-1.096945832,0.138198,0.974452,10072.005772005772,9.0,2.0,21.0,1119.1117524450858
1562,Herring_Flemish,22368.0,Herring,Flemish,10.015431350758112,-0.2897599333333332,-0.2801879799999999,-0.29070526666666674,-0.3368694897959169,2.105954239,-0.419434,-0.349194,17072.005772005774,10.0,4.0,12.0,1707.2005772005773
1563,Herring_Flemish,22866.0,Herring,Flemish,10.037450102199095,-0.2858665999999999,-0.30733597999999984,-0.3290619333333334,-0.28287969387754974,-3.030663254,-0.757609,-0.478447,15072.005772005772,9.0,1.0,8.0,1674.6673080006412
1564,Herring_Flemish,14469.0,Herring,Flemish,9.57983281962553,0.8870650666666665,0.9171220200000001,0.8273647333333333,0.7505182653061239,0.996648698,-0.465162,-0.324776,8072.005772005772,9.0,2.0,8.0,896.8895302228635
1565,Herring_Flemish,20089.0,Herring,Flemish,9.90797745780898,1.2199134000000003,1.2247320200000005,1.1309813999999998,1.1614876530612261,-0.871489753,-0.464675,-0.560512,8072.005772005772,12.0,3.0,5.0,672.6671476671477
1566,Herring_Flemish,19931.0,Herring,Flemish,9.900081759401296,-0.34006159999999996,-0.3763719799999999,-0.28113526666666677,-0.14585928571428422,3.310799938,-0.42807,0.157446,32248.737373737375,12.0,3.0,48.0,2687.394781144781
1567,Herring_Flemish,14452.0,Herring,Flemish,9.578657284448841,-1.1125449333333333,-1.10012198,-0.9599186000000001,-1.007022551020407,1.870760001,-0.137184,-0.418342,12248.737373737373,12.0,2.0,3.0,1020.7281144781144
1568,Herring_Flemish,16999.0,Herring,Flemish,9.740968623038354,0.05974673333333351,0.10283402000000023,0.055811399999999955,-0.10293071428571289,-1.742855021,0.113872,0.490706,12834.848484848484,12.0,3.0,9.0,1069.570707070707
1569,Herring_Flemish,19298.0,Herring,Flemish,9.86780856007911,-0.07370493333333317,-0.11872197999999984,-0.16525193333333335,-0.06414499999999852,0.064385045,-0.415703,-0.574185,10368.181818181818,14.0,6.0,35.0,740.5844155844155
1570,Herring_Flemish,22564.0,Herring,Flemish,10.024155312261101,0.3870700666666669,0.3943460200000002,0.3684614,0.35721214285714425,0.144179403,-0.442139,-0.891617,19268.181818181816,15.0,4.0,13.0,1284.5454545454545
1571,Herring_Flemish,17704.0,Herring,Flemish,9.781602364546004,-0.7429882666666666,-0.7788159799999999,-0.7160386,-0.6011552040816311,-3.2098213,-0.130879,0.654663,18468.181818181816,11.0,1.0,2.0,1678.9256198347105
1572,Herring_Flemish,12554.0,Herring,Flemish,9.437874271591685,-0.12494826666666649,-0.08971197999999976,-0.07709860000000002,-0.19070622448979435,-1.362456854,0.411505,1.45267,30638.636363636364,16.0,7.0,30.0,1914.9147727272727
1573,Herring_Flemish,10109.0,Herring,Flemish,9.221280312014517,-0.32921659999999986,-0.3540379799999998,-0.36769193333333333,-0.31564499999999857,-1.303428321,-0.561738,0.423973,30638.636363636364,12.0,0.0,0.0,2553.219696969697
1574,Herring_Flemish,11083.0,Herring,Flemish,9.31325790598287,0.12730340000000023,0.13169402000000033,0.1103447333333334,0.08677336734694051,0.375256409,-0.0650749,0.6229,20605.303030303032,10.0,2.0,4.0,2060.530303030303
1575,Herring_Flemish,9424.0,Herring,Flemish,9.151121012316212,-0.02610159999999988,-0.038911979999999805,-0.05002860000000004,-0.0057674489795904995,-0.844364747,-0.329609,0.444777,5205.303030303031,10.0,3.0,4.0,520.5303030303031
1576,Herring_Flemish,8499.0,Herring,Flemish,9.047821442478408,-0.0619782666666665,-0.06043197999999981,-0.05008193333333343,-0.05100214285714127,-1.111388441,-0.275874,0.455884,7205.303030303031,8.0,1.0,8.0,900.6628787878789
1577,Herring_Flemish,13411.0,Herring,Flemish,9.50390510758612,0.0015450666666668115,0.005294020000000138,0.0019913999999999397,-0.00826744897959033,-1.3427136,-0.523993,-0.344948,11513.636363636364,8.0,3.0,8.0,1439.2045454545455
1578,Herring_Flemish,20736.0,Herring,Flemish,9.93967482329784,-0.44617159999999983,-0.46530797999999973,-0.43291860000000004,-0.3884307142857127,-4.36969698,-0.249275,-0.215705,10713.636363636364,7.0,1.0,10.0,1530.5194805194806
1579,Herring_Flemish,9794.0,Herring,Flemish,9.189627330378642,-0.7490182666666666,-0.7609479799999996,-0.7097719333333335,-0.6978184693877536,0.418401172,-0.33618,0.380213,12046.969696969698,9.0,2.0,5.0,1338.5521885521887
1580,Herring_Flemish,13919.0,Herring,Flemish,9.54108193388841,-0.6264899333333331,-0.6322999799999998,-0.6194686,-0.6317878571428555,-1.38954313,-0.66621,-0.0912118,12846.969696969698,10.0,1.0,1.0,1284.6969696969697
1581,Herring_Flemish,9147.0,Herring,Flemish,9.121290555142672,0.36763840000000014,0.3815320200000002,0.3031080666666666,0.24938561224489944,-0.789170335,-0.27579,0.191452,11046.969696969698,7.0,0.0,0.0,1578.1385281385283
1582,Herring_Flemish,12726.0,Herring,Flemish,9.451480999992047,0.45975840000000007,0.44119402000000013,0.3822913999999999,0.4490386734693892,-2.872138107,-0.207758,0.360622,9713.636363636364,7.0,1.0,2.0,1387.6623376623377
1583,Herring_Flemish,11175.0,Herring,Flemish,9.321523900936798,0.4702050666666668,0.4776760200000002,0.4682414,0.4768652040816342,-1.546176178,-0.513092,0.593172,5638.636363636364,9.0,3.0,16.0,626.5151515151515
1584,Herring_Flemish,10936.0,Herring,Flemish,9.299906815335225,-1.0032466,-1.0388539799999998,-0.9280952666666669,-0.8215123469387743,1.223882551,-0.627821,0.33571,3238.6363636363635,4.0,0.0,0.0,809.6590909090909
1585,Herring_Flemish,20143.0,Herring,Flemish,9.910661756284128,-0.07337993333333323,-0.022981979999999836,-0.015848600000000122,-0.18234908163265165,-1.448595219,-1.42631,-0.73158,3238.6363636363635,5.0,1.0,5.0,647.7272727272727
1586,Herring_Flemish,29349.0,Herring,Flemish,10.287047825256243,0.6341550666666668,0.6347260200000002,0.5322213999999998,0.5217733673469401,-0.78466431,-0.565654,-0.343006,3238.6363636363635,5.0,0.0,0.0,647.7272727272727
1587,Herring_Flemish,25293.0,Herring,Flemish,10.138322492439922,-0.18463326666666655,-0.23022397999999974,-0.20380859999999998,-0.07006336734693745,-3.835066959,-1.18664,-1.53015,9905.30303030303,8.0,3.0,21.0,1238.1628787878788
1588,Herring_Flemish,19884.0,Herring,Flemish,9.897720957641791,0.2086834000000002,0.2431020200000003,0.25450806666666664,0.1750896938775525,-1.27837733,-0.77987,-0.359351,13455.30303030303,8.0,2.0,3.0,1681.9128787878788
1589,Herring_Flemish,20680.0,Herring,Flemish,9.936970683352676,-1.0762449333333333,-1.1192859799999997,-1.0409019333333336,-0.9293184693877539,-3.993994139,-0.594938,-0.0348028,15913.197767145135,9.0,3.0,30.0,1768.1330852383483
1590,Herring_Flemish,9544.0,Herring,Flemish,9.163772736159848,-0.6124165999999999,-0.5945099799999998,-0.5568186,-0.6484613265306105,-1.74139193,-1.42203,-0.733526,16063.197767145135,9.0,4.0,20.0,1784.799751905015
1591,Herring_Flemish,13919.0,Herring,Flemish,9.54108193388841,0.6774434000000003,0.6981460200000003,0.5788247333333333,0.5077019387755116,-2.25578662,-0.461499,0.233442,13413.197767145135,10.0,3.0,12.0,1341.3197767145134
1592,Herring_Flemish,19089.0,Herring,Flemish,9.856919916719793,0.09109340000000017,0.0429340200000002,0.020838066666666606,0.1675896938775524,-4.468161627,-0.682107,-0.0630393,13413.197767145135,10.0,1.0,7.0,1341.3197767145134
1593,Herring_Flemish,20680.0,Herring,Flemish,9.936970683352676,-0.07002826666666641,-0.059993979999999746,-0.017831933333333473,-0.02698173469387604,-1.493414274,-0.0855376,1.17469,19841.769195716563,12.0,2.0,15.0,1653.4807663097135
1594,Herring_Flemish,17498.0,Herring,Flemish,9.769899015421748,1.4038217333333336,1.4720280200000002,1.3600647333333333,1.1971917346938792,-1.294762317,-0.417153,-0.572583,20341.769195716563,14.0,5.0,23.0,1452.9835139797544
1595,Herring_Flemish,18294.0,Herring,Flemish,9.814383077453307,0.6336417333333335,0.5996460200000003,0.5725014,0.6980590816326545,-2.594382137,-0.404132,-0.626498,20341.769195716563,18.0,4.0,18.0,1130.09828865092
1596,Herring_Flemish,19089.0,Herring,Flemish,9.856919916719793,-0.1261865999999998,-0.12327597999999972,-0.030058600000000008,-0.018491938775508723,0.510947759,-0.566098,-0.823238,21541.769195716563,16.0,3.0,5.0,1346.3605747322852
1597,Herring_Flemish,19089.0,Herring,Flemish,9.856919916719793,0.9373500666666669,1.0067860200000003,0.9575680666666665,0.7817325510204094,-1.569877941,-0.830101,-1.00463,21541.769195716563,16.0,1.0,3.0,1346.3605747322852
1598,Herring_Flemish,20680.0,Herring,Flemish,9.936970683352676,0.6535317333333335,0.6391840200000002,0.5973013999999999,0.6521407142857157,0.037326831,-0.300085,0.141689,21541.769195716563,15.0,2.0,3.0,1436.1179463811043
1599,Herring_Flemish,19884.0,Herring,Flemish,9.897720957641791,-0.06722659999999987,-0.07851797999999985,-0.012185266666666656,0.03092642857143009,-1.39565391,0.263666,-0.0149488,19691.769195716563,9.0,1.0,2.0,2187.974355079618
1600,Herring_Flemish,28633.0,Herring,Flemish,10.262350101920273,-1.1849299333333332,-1.2003659799999997,-1.0759619333333335,-1.0422572448979577,-2.508019272,-1.17402,-0.602916,21216.769195716563,10.0,3.0,15.0,2121.676919571656
1601,Herring_Flemish,14317.0,Herring,Flemish,9.56927276595613,-0.07285159999999988,-0.028531979999999835,-0.052125266666666704,-0.2123184693877538,-4.427241393,-0.529803,-0.85691,24466.769195716563,10.0,2.0,5.0,2446.676919571656
1602,Herring_Flemish,0.0,Herring,Flemish,0.0,0.06566673333333348,0.03421002000000016,-0.030385266666666803,0.03733459183673618,0.555353664,0.377236,0.0932494,23716.769195716563,9.0,1.0,1.0,2635.19657730184
1603,Herring_Flemish,0.0,Herring,Flemish,0.0,-0.05972659999999987,-0.07861997999999976,-0.07290193333333325,-0.01816540816326397,-2.453399364,-0.48847,-0.911512,22816.769195716563,8.0,0.0,0.0,2852.0961494645703
1604,Herring_Flemish,0.0,Herring,Flemish,0.0,0.15973006666666684,0.1754880200000003,0.16457140000000006,0.13827336734694018,-1.83223858,-0.142777,-0.544093,25016.769195716563,9.0,2.0,11.0,2779.641021746285
1605,Herring_Flemish,39.0,Herring,Flemish,3.6888794541139363,-0.2249732666666665,-0.23703797999999981,-0.2206352666666667,-0.1844511224489782,-1.972519546,0.434387,-0.114406,22100.1025290499,11.0,5.0,6.0,2009.1002299136271
1606,Herring_Flemish,81.0,Herring,Flemish,4.406719247264253,0.20664506666666674,0.2242620200000002,0.21106140000000004,0.15643663265306276,-1.354703763,-0.316057,-1.39621,22162.6025290499,9.0,2.0,6.0,2462.5113921166553
1607,Herring_Flemish,154.0,Herring,Flemish,5.043425116919247,0.8951067333333335,0.9149080200000003,0.8362047333333332,0.7959978571428584,-0.30902285,-0.294585,-0.936297,15734.031100478469,11.0,5.0,10.0,1430.3664636798608
1608,Herring_Flemish,213.0,Herring,Flemish,5.365976015021851,0.6035767333333335,0.5945760200000001,0.5745780666666666,0.6297121428571442,-0.308729149,-0.208526,-1.09822,12576.136363636364,9.0,2.0,6.0,1397.348484848485
1609,Herring_Flemish,241.0,Herring,Flemish,5.488937726156687,-0.15504493333333308,-0.15821397999999973,-0.08999860000000001,-0.059869489795916955,-1.141075317,0.113319,-0.786615,12576.136363636364,10.0,3.0,6.0,1257.6136363636365
1610,Herring_Flemish,287.0,Herring,Flemish,5.662960480135946,0.9473917333333335,1.01154402,0.9600580666666665,0.7937529591836749,1.252804848,-0.220878,-1.27787,7575.0,7.0,2.0,7.0,1082.142857142857
1611,Herring_Flemish,353.0,Herring,Flemish,5.869296913133774,-0.029104933333333194,-0.06949797999999978,-0.05726526666666666,0.06416112244898087,1.6221058799999999,-0.398103,-1.4946,7575.0,8.0,2.0,5.0,946.875
1612,Herring_Flemish,449.0,Herring,Flemish,6.1092475827643655,-0.34137826666666643,-0.33514397999999984,-0.26048860000000007,-0.28353275510203935,0.212950308,-0.440182,-1.43803,5700.0,5.0,0.0,0.0,1140.0
1613,Herring_Flemish,410.0,Herring,Flemish,6.018593214496234,-0.4282315999999997,-0.4226479799999997,-0.39829860000000006,-0.4247572448979576,1.097142567,-0.656514,-1.46784,5700.0,9.0,6.0,14.0,633.3333333333334
1614,Herring_Flemish,466.0,Herring,Flemish,6.1463292576688975,-0.024583266666666468,-0.02119797999999978,-0.0454319333333334,-0.07625724489795786,2.749668094,-0.48652,-1.16363,3000.0,8.0,5.0,7.0,375.0
1615,Herring_Flemish,459.0,Herring,Flemish,6.131226489483141,0.5721784000000002,0.57737202,0.5113580666666665,0.49914071428571577,3.297633212,-0.145294,-1.54407,4250.0,8.0,4.0,11.0,531.25
1616,Herring_Flemish,496.0,Herring,Flemish,6.208590026096629,-0.024541599999999802,-0.04993197999999972,-0.036835266666666665,0.052579489795919886,0.118425423,-0.216886,-1.43477,8750.0,9.0,3.0,7.0,972.2222222222222
1617,Herring_Flemish,574.0,Herring,Flemish,6.354370040797351,0.20712173333333345,0.23323002000000018,0.24372806666666663,0.18397744897959328,-0.417102733,-0.277847,-1.75194,13750.0,12.0,5.0,11.0,1145.8333333333333
1618,Herring_Flemish,474.0,Herring,Flemish,6.163314804034641,0.30055840000000017,0.30889402000000016,0.28586473333333323,0.27072234693877717,1.228870053,-0.260653,-1.80821,315564.51612903224,10.0,5.0,42.0,31556.451612903224
1619,Herring_Flemish,835.0,Herring,Flemish,6.728628613084702,0.02187340000000022,0.012672020000000287,0.02709806666666657,0.05354887755102195,-3.846957039,-0.292715,-1.39855,311175.62724014337,7.0,2.0,11.0,44453.6610343062
1620,Herring_Flemish,656.0,Herring,Flemish,6.48768401848461,0.9713284000000001,1.0142280200000002,0.9518747333333333,0.8481101020408177,-0.078985701,0.19613,-0.975762,313925.62724014337,13.0,7.0,33.0,24148.12517231872
1621,Herring_Flemish,759.0,Herring,Flemish,6.633318433280377,1.1475417333333333,1.1559880200000003,1.0837447333333332,1.0983141836734707,-1.344345578,0.540501,-0.853383,329886.3415258576,12.0,2.0,30.0,27490.528460488134
1622,Herring_Flemish,499.0,Herring,Flemish,6.214608098422191,-0.12286993333333311,-0.14768397999999974,-0.06702193333333328,0.031232551020409657,-0.128057397,-0.0552739,-1.06274,325136.3415258576,10.0,0.0,0.0,32513.634152585764
1623,Herring_Flemish,882.0,Herring,Flemish,6.78332520060396,-0.3438399333333332,-0.3142899799999997,-0.23443859999999997,-0.3161347959183661,1.759881647,0.0159669,-0.224608,274336.3415258577,9.0,3.0,15.0,30481.815725095297
1624,Herring_Flemish,990.0,Herring,Flemish,6.898714534329988,-0.5178599333333331,-0.5204919799999996,-0.49486526666666675,-0.5143082653061212,-1.950494719,-0.441297,-0.875652,275826.81771633384,9.0,2.0,10.0,30647.42419070376
1625,Herring_Flemish,987.0,Herring,Flemish,6.895682697747868,-0.38526993333333315,-0.3974199799999998,-0.39313193333333335,-0.3937572448979576,-0.008477701,-0.0277307,-0.69499,443206.81771633384,15.0,6.0,29.0,29547.12118108892
1626,Herring_Flemish,587.0,Herring,Flemish,6.376726947898627,-1.0166799333333332,-1.0575999799999998,-1.0077352666666668,-0.9188898979591825,1.650078611,-0.457084,-0.355159,443206.81771633384,15.0,2.0,3.0,29547.12118108892
1627,Herring_Flemish,511.0,Herring,Flemish,6.238324625039508,0.8057617333333336,0.8627200200000003,0.7593513999999999,0.5933958163265322,-1.358364647,0.309098,0.387491,443323.4843830005,15.0,4.0,25.0,29554.898958866703
1628,Herring_Flemish,646.0,Herring,Flemish,6.472346294500901,-0.3436565999999998,-0.4134659799999998,-0.42000526666666665,-0.21361438775510055,-2.446453698,-0.00605333,0.20204,446412.3732718894,16.0,4.0,10.0,27900.773329493088
1629,Herring_Flemish,841.0,Herring,Flemish,6.7357800142423265,0.5045084000000002,0.5489660200000003,0.5431447333333334,0.4284264285714301,0.239566336,0.452509,0.377271,444162.3732718894,14.0,1.0,2.0,31725.883805134956
1630,Herring_Flemish,1021.0,Herring,Flemish,6.92951677076365,0.36965006666666683,0.3672980200000002,0.32880806666666673,0.3596305102040831,0.221013899,0.00717873,-0.589685,276212.3732718894,13.0,3.0,21.0,21247.105636299184
1631,Herring_Flemish,901.0,Herring,Flemish,6.804614520062624,0.1648700666666668,0.16464202000000017,0.18318806666666662,0.19021214285714433,-0.282763074,0.12341,0.412145,275355.23041474656,11.0,2.0,6.0,25032.29367406787
1632,Herring_Flemish,868.0,Herring,Flemish,6.767343125265392,-0.17561493333333314,-0.17592797999999982,-0.14054526666666664,-0.13561438775510046,-0.782874757,-0.456343,0.0946172,279055.23041474656,12.0,5.0,19.0,23254.602534562215
1633,Herring_Flemish,826.0,Herring,Flemish,6.717804695023691,-0.5977582666666665,-0.6066759799999998,-0.5554152666666667,-0.5451654081632639,2.695390504,0.503662,0.498075,279055.23041474656,13.0,2.0,3.0,21465.786954980504
1634,Herring_Flemish,1093.0,Herring,Flemish,6.9975959829819265,0.7632234,0.80837002,0.7262913999999999,0.5910590816326545,-0.440141593,0.814298,1.01778,279055.23041474656,12.0,1.0,1.0,23254.602534562215
1635,Herring_Flemish,1001.0,Herring,Flemish,6.90975328164481,1.6304184000000002,1.64276802,1.4986347333333334,1.4981917346938785,2.615761859,0.169832,0.243734,290546.65898617514,10.0,3.0,34.0,29054.665898617513
1636,Herring_Flemish,1430.0,Herring,Flemish,7.266128779556451,0.42786173333333344,0.3962500200000002,0.4337114000000001,0.5746305102040831,2.697063455,0.744721,1.31418,291546.65898617514,10.0,2.0,3.0,29154.665898617513
